training_size,model_type,trial_id,lambda,df,aicc
540,lasso,31,2.0670707955752913e-5,44,-393.2792351530228
1347,lasso,31,0.15616583333231523,0,2.5920599000528455e-11
1347,lasso,31,0.1422924911101445,3,-45.745889550662206
1347,lasso,31,0.12965161837445802,7,-109.17500764742726
1347,lasso,31,0.11813372593290478,7,-183.49442630484077
1347,lasso,31,0.10763905131121736,8,-248.62938788668671
1347,lasso,31,0.09807669465838538,8,-308.6663326522011
1347,lasso,31,0.0893638314156317,8,-362.7184545446225
1347,lasso,31,0.08142499492970692,9,-410.57152804370384
1347,lasso,31,0.0741914227968415,11,-454.60619547658473
1347,lasso,31,0.06760046127569964,12,-498.70733477469435
1347,lasso,31,0.06159502261064489,16,-535.9130673516281
1347,lasso,31,0.05612309056491108,20,-572.1785349117952
1347,lasso,31,0.051137269880843585,21,-613.8010122654442
1347,lasso,31,0.04659437576485104,22,-651.6905214628288
1347,lasso,31,0.042455059841382425,22,-688.68690555107
1347,lasso,31,0.03868346933612204,22,-722.5825320681826
1347,lasso,31,0.03524693653640997,22,-753.7117819851948
1347,lasso,31,0.032115695839143046,22,-782.3724659867697
1347,lasso,31,0.029262625935360328,23,-806.8406057554353
1347,lasso,31,0.026663014898439513,23,-831.4088028830387
1347,lasso,31,0.0242943461412105,24,-853.0107348612358
1347,lasso,31,0.02213610338804906,25,-873.2145316121951
1347,lasso,31,0.0201695929727122,25,-894.083147322016
1347,lasso,31,0.01837778192274405,25,-913.4175892120346
1347,lasso,31,0.016745150428016886,25,-931.2604366302031
1347,lasso,31,0.01525755741556033,27,-944.1688310715517
1347,lasso,31,0.013902118066352272,29,-956.0963727806284
1347,lasso,31,0.012667092213180473,29,-971.3163555875828
1347,lasso,31,0.011541782652930573,31,-981.3073372493915
1347,lasso,31,0.010516442492530163,32,-992.6632679827223
1347,lasso,31,0.009582190726023829,32,-1004.8728628320605
1347,lasso,31,0.008730935311548152,32,-1015.9615361986675
1347,lasso,31,0.007955303081936262,33,-1023.9831937986324
1347,lasso,31,0.00724857588187109,33,-1033.2851465451486
1347,lasso,31,0.006604632378437925,33,-1041.7809535631002
1347,lasso,31,0.006017895041067099,35,-1045.351198671509
1347,lasso,31,0.0054832818316324335,35,-1052.4731514898858
1347,lasso,31,0.004996162186268196,36,-1056.7897996961344
1347,lasso,31,0.004552316907640118,36,-1062.69603648966
1347,lasso,31,0.004147901620276511,37,-1065.9981672765664
1347,lasso,31,0.00377941347242705,38,-1068.8740398766404
1347,lasso,31,0.0034436607960366423,38,-1073.4027283944836
1347,lasso,31,0.0031377354620436065,38,-1077.5594297159007
1347,lasso,31,0.0028589876915569605,41,-1075.066316763536
1347,lasso,31,0.0026050031047393004,43,-1074.4682966772457
1347,lasso,31,0.0023735818086036676,42,-1079.9443350791312
1347,lasso,31,0.0021627193425929054,44,-1078.8591362407847
1347,lasso,31,0.0019705893169012305,44,-1081.9646185580318
1347,lasso,31,0.0017955275931594646,44,-1084.8128743101925
1347,lasso,31,0.0016360178704645887,44,-1087.3855364883002
1347,lasso,31,0.001490678551906708,44,-1089.6974510254804
1347,lasso,31,0.0013582507778375625,44,-1091.7593473007387
1347,lasso,31,0.0012375875222304805,44,-1093.5949994025204
1347,lasso,31,0.001127643657689664,44,-1095.195664372673
1347,lasso,31,0.0010274669030566656,45,-1094.4756988883335
1347,lasso,31,9.361895752065577e-4,45,-1095.7428985619654
1347,lasso,31,8.530210735917962e-4,47,-1092.9598851224919
1347,lasso,31,7.772410324384946e-4,47,-1095.5387975765661
1347,lasso,31,7.081930812827071e-4,47,-1097.8640603175309
1347,lasso,31,6.452791598034721e-4,47,-1099.8980426570938
1347,lasso,31,5.879543377104189e-4,47,-1101.6757266115646
1347,lasso,31,5.357220948182824e-4,46,-1105.373219520096
1347,lasso,31,4.881300204265897e-4,46,-1106.7147162410927
1347,lasso,31,4.4476589475460153e-4,47,-1105.7713437528073
1347,lasso,31,4.0525411849077434e-4,47,-1106.7834775432484
1347,lasso,31,3.69252459531207e-4,47,-1107.6782159800537
1347,lasso,31,3.3644908872887776e-4,47,-1108.4527965395073
1347,lasso,31,3.0655987897874903e-4,47,-1109.1282503468815
1347,lasso,31,2.793259442447078e-4,47,-1109.7084800730472
1347,lasso,31,2.5451139721256944e-4,47,-1110.209511806709
1347,lasso,31,2.3190130614700883e-4,47,-1110.6422686395908
1347,lasso,31,2.112998332556904e-4,47,-1111.015707162338
1347,lasso,31,1.9252853843599818e-4,47,-1111.3340858698557
1347,lasso,31,1.75424833712231e-4,47,-1111.6134019966628
1347,lasso,31,1.598405749763378e-4,47,-1111.8488965811212
1347,lasso,31,1.4564077883452446e-4,48,-1109.9030110729518
1347,lasso,31,1.3270245344567172e-4,48,-1110.0804618693362
1347,lasso,31,1.2091353322484565e-4,48,-1110.231298264492
1347,lasso,31,1.1017190818481214e-4,49,-1108.20650059876
1347,lasso,31,1.0038453950817606e-4,50,-1106.1598079108894
1347,lasso,31,9.1466653689653915e-05,50,-1106.254301537903
1347,lasso,31,8.334100826852604e-5,50,-1106.3365612210482
1347,lasso,31,7.593722279139396e-5,50,-1106.4060218612294
1347,lasso,31,6.919116921036247e-5,52,-1102.1410869662948
1347,lasso,31,6.304441643656705e-5,51,-1104.3563362102445
1347,lasso,31,5.744372423803508e-5,51,-1104.4001908239222
1347,lasso,31,5.234058209826618e-5,51,-1104.4387798922382
1347,lasso,31,4.769078904134525e-5,52,-1102.3075476766603
1347,lasso,31,4.3454070784234506e-5,52,-1102.335451797208
1347,lasso,31,3.959373090020067e-5,52,-1102.3603850724855
1347,lasso,31,3.6076332971921856e-5,52,-1102.3814296788314
1347,lasso,31,3.287141098123642e-5,52,-1102.4002150963051
1347,lasso,31,2.9951205427068336e-5,52,-1102.415993931214
108,lasso,32,0.2877592020755997,0,-1.7053025658242404e-13
108,lasso,32,0.2621954676607974,1,-4.246488412638455
108,lasso,32,0.23890274495480177,1,-9.637819873275133
108,lasso,32,0.21767928353657298,1,-14.32954881299389
108,lasso,32,0.19834125593642887,1,-18.4578914749342
108,lasso,32,0.18072116541044417,1,-22.121725189793366
108,lasso,32,0.16466639516378354,2,-24.423729081763792
108,lasso,32,0.15003788645703528,2,-28.93473003999979
108,lasso,32,0.1367089341459351,3,-31.593159585421404
108,lasso,32,0.12456408922202114,3,-36.1462320661452
108,lasso,32,0.1134981588485525,6,-34.48833954704481
108,lasso,32,0.1034152952304807,6,-39.23398344218253
108,lasso,32,0.0942281654267018,7,-41.22317946378274
108,lasso,32,0.08585719491389987,9,-40.905638772804544
108,lasso,32,0.07822987835009378,9,-45.10455058336732
108,lasso,32,0.07128015156805088,11,-44.32528821147762
108,lasso,32,0.06494781935907505,11,-48.201964607995144
108,lasso,32,0.05917803409090575,11,-51.774756721593285
108,lasso,32,0.05392082064376607,11,-55.10110578384619
108,lasso,32,0.04913064354978286,11,-58.230751775784775
108,lasso,32,0.04476601258654783,13,-56.242280848728406
108,lasso,32,0.0407891234086596,16,-51.31661375357039
108,lasso,32,0.037165530104569106,16,-54.418591519598586
108,lasso,32,0.033863846842572376,17,-54.64458038422867
108,lasso,32,0.030855476021751056,17,-57.62666125306624
108,lasso,32,0.028114360573234083,17,-60.52271285106993
108,lasso,32,0.025616758266332612,18,-60.424690246885284
108,lasso,32,0.023341036064695866,18,-63.084717233324845
108,lasso,32,0.02126748275129932,18,-65.5957282317718
108,lasso,32,0.019378138199312514,19,-65.44516241397389
108,lasso,32,0.017656637810072436,20,-65.26118093498758
108,lasso,32,0.016088070770758557,20,-67.91963967689696
108,lasso,32,0.01465885090406541,20,-70.3978028025398
108,lasso,32,0.01335659899123427,20,-72.69992227573734
108,lasso,32,0.012170035549182381,20,-74.83160906263369
108,lasso,32,0.0110888831330165,20,-76.80121409511908
108,lasso,32,0.010103777317721874,20,-78.61815355195544
108,lasso,32,0.009206185587992629,21,-77.21800091085981
108,lasso,32,0.00838833343366606,22,-75.61596946136208
108,lasso,32,0.007643137010634872,22,-77.04530636686451
108,lasso,32,0.006964141783978371,22,-78.35995100845096
108,lasso,32,0.006345466621868773,23,-76.36117504779234
108,lasso,32,0.005781752856020794,23,-77.4942172819866
108,lasso,32,0.005268117867470509,25,-71.86427320134204
108,lasso,32,0.004800112795665682,24,-76.22373333442208
108,lasso,32,0.004373684004563969,24,-77.12513268187142
108,lasso,32,0.003985137971976736,24,-77.95272605983057
108,lasso,32,0.0036311092980468138,24,-78.69689087329023
108,lasso,32,0.0033085315557649145,24,-79.39428947718638
108,lasso,32,0.003014610731045827,24,-80.03711957174964
108,lasso,32,0.0027468010223150457,24,-80.62542313759327
108,lasso,32,0.0025027827899934208,24,-81.16630139668679
108,lasso,32,0.002280442464888819,24,-81.66288205560964
108,lasso,32,0.0020778542414708963,24,-82.11880661031775
108,lasso,32,0.0018932633974648812,23,-85.8350273866299
108,lasso,32,0.001725071095286676,23,-86.21940558381372
108,lasso,32,0.0015718205336765735,23,-86.57318529509142
108,lasso,32,0.0014321843295836659,23,-86.89748426847994
108,lasso,32,0.0013049530210088671,23,-87.1953740274529
108,lasso,32,0.0011890245912236734,22,-90.68987687486677
108,lasso,32,0.0010833949236284553,22,-90.94154523680123
108,lasso,32,9.871491045748333e-4,23,-87.95891935742118
108,lasso,32,8.994534988213423e-4,23,-88.18130435207895
108,lasso,32,8.195485289837742e-4,23,-88.38432452989183
108,lasso,32,7.467420964392507e-4,23,-88.56956577720966
108,lasso,32,6.804035866990461e-4,23,-88.73878576953236
108,lasso,32,6.199584073275671e-4,23,-88.89353713173843
108,lasso,32,5.648830110975551e-4,23,-89.0351710261743
108,lasso,32,5.147003612744649e-4,23,-89.16486800562005
108,lasso,32,4.689757997524794e-4,23,-89.28367490620106
108,lasso,32,4.273132822539349e-4,23,-89.39252711153772
108,lasso,32,3.893519479832513e-4,23,-89.49226527337659
108,lasso,32,3.5476299402335387e-4,23,-89.58365018406896
108,lasso,32,3.232468274021019e-4,23,-89.66737383452012
108,lasso,32,2.9453047016128706e-4,23,-89.74406811697749
108,lasso,32,2.6836519495214916e-4,23,-89.81431170867056
108,lasso,32,2.445243706780708e-4,23,-89.87863556939594
108,lasso,32,2.228014995244365e-4,23,-89.93752752266643
108,lasso,32,2.0300842837334943e-4,23,-89.99143601888615
108,lasso,32,1.8497371911133494e-4,22,-93.26161239083939
108,lasso,32,1.685411637144163e-4,22,-93.30640423981112
108,lasso,32,1.5356843124893942e-4,22,-93.3476803326725
108,lasso,32,1.3992583506911566e-4,22,-93.38545192309914
108,lasso,32,1.2749520953333682e-4,22,-93.41999343746633
108,lasso,32,1.1616888650991698e-4,22,-93.45156651263099
108,lasso,32,1.0584876280724343e-4,22,-93.480434938081
108,lasso,32,9.644545045086262e-5,22,-93.50681331317094
108,lasso,32,8.787750244760784e-5,22,-93.53089513586198
108,lasso,32,8.007070733070801e-5,22,-93.5528101369681
108,lasso,32,7.295744637556462e-5,23,-90.3521207184544
108,lasso,32,6.647610791870746e-5,24,-87.0730985057675
108,lasso,32,6.057055370704019e-5,24,-87.089713023219
108,lasso,32,5.5189632655148006e-5,24,-87.10510319810963
108,lasso,32,5.028673779906606e-5,24,-87.11919042169494
540,lasso,32,0.20596949165669945,0,6.707523425575346e-12
540,lasso,32,0.18767172969362453,1,-14.062496614017771
540,lasso,32,0.17099949047260402,2,-32.40370525922481
540,lasso,32,0.15580836703336223,2,-53.49532751368304
540,lasso,32,0.14196678113197206,3,-73.25103282463284
540,lasso,32,0.1293548435730521,3,-93.11339635140384
540,lasso,32,0.11786331578691013,6,-109.44281725661152
540,lasso,32,0.10739266365731129,6,-133.03677484217144
540,lasso,32,0.09785219540457948,7,-152.2496290427212
540,lasso,32,0.08915927605678806,7,-172.6899118548892
540,lasso,32,0.08123861170516476,9,-187.32749529197145
540,lasso,32,0.07402159734427396,9,-205.78555786113247
540,lasso,32,0.06744572264827965,11,-218.95590603776702
540,lasso,32,0.06145403053640736,13,-231.0736837909999
540,lasso,32,0.05599462383795837,14,-244.3185207823096
540,lasso,32,0.05102021578384422,15,-256.7664964919394
540,lasso,32,0.046487720431214484,15,-269.98064402531867
540,lasso,32,0.04235787947363173,18,-275.88387156615613
540,lasso,32,0.038594922204402,18,-287.7227871530512
540,lasso,32,0.03516625568782582,18,-298.429779976015
540,lasso,32,0.032042182454781375,20,-304.1234062082552
540,lasso,32,0.02919564327745397,21,-311.3071670504248
540,lasso,32,0.026601982795249616,24,-313.5295754306622
540,lasso,32,0.024238735961856467,26,-318.13474803056624
540,lasso,32,0.022085433463760764,27,-324.54023568967114
540,lasso,32,0.020123424424845514,27,-332.59092034503686
540,lasso,32,0.01833571486142399,28,-337.95104061676903
540,lasso,32,0.01670682048848282,28,-345.0930573068033
540,lasso,32,0.015222632602212731,28,-351.7643825969156
540,lasso,32,0.013870295877165654,30,-353.5600979924375
540,lasso,32,0.012638097019575564,31,-357.42323236281845
540,lasso,32,0.011515363312411422,32,-361.27870486771286
540,lasso,32,0.010492370173407982,32,-367.02057107254365
540,lasso,32,0.00956025692538637,32,-372.3331077029859
540,lasso,32,0.008710950049307237,33,-375.0231001428351
540,lasso,32,0.00793709325531114,35,-375.211226807239
540,lasso,32,0.007231983766054958,35,-379.61775255062713
540,lasso,32,0.006589514260461111,38,-376.8375157608288
540,lasso,32,0.006004119975024066,38,-380.75473573049345
540,lasso,32,0.005470730504490991,38,-384.54394737831234
540,lasso,32,0.004984725884437092,39,-386.8358996896134
540,lasso,32,0.00454189657534392,39,-391.5206343358018
540,lasso,32,0.0041384070015818685,40,-393.6942886962583
540,lasso,32,0.003770762329488973,41,-395.63378805505704
540,lasso,32,0.0034357781967936352,41,-399.6377798838889
540,lasso,32,0.0031305531311919947,41,-403.3451746596185
540,lasso,32,0.0028524434191828725,40,-409.06556170864627
540,lasso,32,0.002599040207486156,41,-409.8177571371947
540,lasso,32,0.0023681486387080587,41,-412.72571709208813
540,lasso,32,0.002157768840536379,41,-415.4034305677093
540,lasso,32,0.0019660786038032505,41,-417.855356590988
540,lasso,32,0.0017914175993810628,41,-420.08753188826256
540,lasso,32,0.0016322729972058426,42,-419.8171852628307
540,lasso,32,0.0014872663628669658,43,-419.4226666220933
540,lasso,32,0.0013551417182677238,43,-421.196233072651
540,lasso,32,0.001234754662943899,42,-425.1372817677076
540,lasso,32,0.001125062461814415,42,-426.5414592246607
540,lasso,32,0.0010251150135088998,42,-427.787624821102
540,lasso,32,9.340466210441362e-4,42,-428.893547462469
540,lasso,32,8.510684935709351e-4,42,-429.8883391666385
540,lasso,32,7.754619142451507e-4,42,-430.794655304829
540,lasso,32,7.065720150462047e-4,43,-429.9926492687057
540,lasso,32,6.438021046235747e-4,43,-431.5962641180232
540,lasso,32,5.866085000417689e-4,43,-433.06468309657157
540,lasso,32,5.344958176588312e-4,43,-434.31039783865174
540,lasso,32,4.8701268235022265e-4,43,-435.3730198078829
540,lasso,32,4.4374781791342615e-4,41,-440.99676165205767
540,lasso,32,4.0432648479023166e-4,41,-441.76920024801757
540,lasso,32,3.684072342519549e-4,41,-442.4426737712355
540,lasso,32,3.356789509338959e-4,41,-443.0253814627479
540,lasso,32,3.058581581028847e-4,42,-441.1859465971339
540,lasso,32,2.7868656231743144e-4,42,-441.6589735739482
540,lasso,32,2.539288162135019e-4,42,-442.07075010440803
540,lasso,32,2.3137048003823792e-4,42,-442.4380659572985
540,lasso,32,2.1081616427540465e-4,43,-440.3969807752392
540,lasso,32,1.9208783727487345e-4,43,-440.6768115572629
540,lasso,32,1.750232832276373e-4,43,-440.92138500809335
540,lasso,32,1.594746971300759e-4,43,-441.13498291405995
540,lasso,32,1.4530740456772284e-4,44,-438.952472221025
540,lasso,32,1.3239869522991478e-4,44,-439.1160293583058
540,lasso,32,1.2063676005178383e-4,44,-439.2591600063312
540,lasso,32,1.099197227776263e-4,44,-439.3852195672047
540,lasso,32,1.001547575575125e-4,44,-439.4961127442617
540,lasso,32,9.125728493418171e-5,44,-439.5934474053805
540,lasso,32,8.315023925624553e-5,44,-439.67926078846017
540,lasso,32,7.576340117238302e-5,44,-439.7555521763054
540,lasso,32,6.9032789424912e-5,44,-439.82304156873045
540,lasso,32,6.290010667474301e-5,44,-439.88299858184405
540,lasso,32,5.7312234557717124e-5,44,-439.9360203074368
540,lasso,32,5.222077359874692e-5,44,-439.98347647356104
540,lasso,32,4.7581623998717224e-5,45,-437.64598341918236
540,lasso,32,4.335460366312209e-5,45,-437.6859666847753
540,lasso,32,3.9503100163985014e-5,44,-440.09952200930377
540,lasso,32,3.599375362052282e-5,44,-440.1293652219773
540,lasso,32,3.279616775181744e-5,44,-440.1305186320253
1347,lasso,32,0.16649158305912046,0,2.5920599000528455e-11
1347,lasso,32,0.15170092969017912,1,-24.009641784093454
1347,lasso,32,0.13822423720178567,2,-46.029898501501975
1347,lasso,32,0.12594477693074016,5,-98.44289911630347
1347,lasso,32,0.11475619006656369,7,-157.23808830703183
1347,lasso,32,0.1045615664223631,7,-216.32500436015562
1347,lasso,32,0.09527260504515316,9,-268.93141287879433
1347,lasso,32,0.08680884939524422,10,-325.22625719609124
1347,lasso,32,0.07909699047018515,10,-379.41846081598084
1347,lasso,32,0.07207023183725449,12,-426.1084208164482
1347,lasso,32,0.06566771107471508,12,-473.99906626837173
1347,lasso,32,0.059833972610633036,15,-512.4138939382688
1347,lasso,32,0.054518487393243095,16,-554.0248229413064
1347,lasso,32,0.04967521523247494,18,-590.4284725565402
1347,lasso,32,0.045262206021852,19,-625.5997238927225
1347,lasso,32,0.04124123638673776,21,-657.179258190606
1347,lasso,32,0.03757747861175038,21,-690.0368661437416
1347,lasso,32,0.034239198979753326,21,-720.1422377061555
1347,lasso,32,0.03119748290957869,21,-747.8495773870958
1347,lasso,32,0.02842598451175759,21,-773.4555544814233
1347,lasso,32,0.025900698393029255,21,-797.2186782313593
1347,lasso,32,0.02359975173310856,23,-816.195410331708
1347,lasso,32,0.021503214832780487,26,-831.9138083889611
1347,lasso,32,0.019592928492379737,28,-849.3793957742162
1347,lasso,32,0.01785234672549042,29,-869.046243535002
1347,lasso,32,0.01626639344552718,29,-889.2110182832897
1347,lasso,32,0.014821331883885477,29,-907.7062247671672
1347,lasso,32,0.013504645608623468,29,-924.6706096072419
1347,lasso,32,0.012304930113116298,29,-940.243571519571
1347,lasso,32,0.011211794035675526,30,-952.4592199160254
1347,lasso,32,0.010215769154545315,30,-965.6070318650516
1347,lasso,32,0.009308228378695112,31,-975.6202446819767
1347,lasso,32,0.00848131102408425,31,-986.9597154122142
1347,lasso,32,0.007727854728177288,34,-991.1567546252826
1347,lasso,32,0.007041333412986133,33,-1002.9781890967027
1347,lasso,32,0.006415800759304529,34,-1009.8138248431814
1347,lasso,32,0.005845838702535763,35,-1016.0207242579669
1347,lasso,32,0.0053265105040090814,37,-1019.673377251474
1347,lasso,32,0.004853317991311019,39,-1023.0292223453158
1347,lasso,32,0.004422162597267838,39,-1030.2025967930183
1347,lasso,32,0.004029309860117393,40,-1034.9266517676895
1347,lasso,32,0.0036713570773878805,40,-1041.4256524715313
1347,lasso,32,0.003345203833316849,41,-1045.247035738432
1347,lasso,32,0.0030480251445330797,41,-1050.5603562423667
1347,lasso,32,0.0027772469914020734,43,-1050.9772203855525
1347,lasso,32,0.0025305240230993637,43,-1055.0896497803656
1347,lasso,32,0.0023057192433036723,43,-1058.761398139834
1347,lasso,32,0.0021008855005570943,44,-1059.9264637401998
1347,lasso,32,0.0019142486229706713,44,-1062.7751990550316
1347,lasso,32,0.0017441920511962368,44,-1065.3389268280673
1347,lasso,32,0.0015892428365626916,44,-1067.607704648574
1347,lasso,32,0.00144805888309926,44,-1069.6072946383551
1347,lasso,32,0.001319417322942239,44,-1071.3653128944702
1347,lasso,32,0.001202203924438571,45,-1070.7683629240112
1347,lasso,32,0.0010954034412043057,46,-1069.9894040905654
1347,lasso,32,9.980908185461064e-4,46,-1071.2079861308473
1347,lasso,32,9.09423181080035e-4,46,-1072.2816863071653
1347,lasso,32,8.286325321482003e-4,46,-1073.2266808768259
1347,lasso,32,7.550191017991109e-4,46,-1074.0618042396552
1347,lasso,32,6.87945285715119e-4,46,-1074.803358474291
1347,lasso,32,6.268301225888455e-4,46,-1075.4637070420413
1347,lasso,32,5.711442621142625e-4,47,-1073.9046441079545
1347,lasso,32,5.204053800075788e-4,47,-1074.4276107900032
1347,lasso,32,4.7417400034503406e-4,47,-1074.8926751059262
1347,lasso,32,4.3204968903268816e-4,47,-1075.3065332933506
1347,lasso,32,3.936675854378642e-4,47,-1075.6745288289444
1347,lasso,32,3.5869524214089416e-4,47,-1076.000498130012
1347,lasso,32,3.268297454346099e-4,47,-1076.2872574665244
1347,lasso,32,2.977950916307229e-4,47,-1076.5353159715705
1347,lasso,32,2.713397964479142e-4,47,-1076.7534503633042
1347,lasso,32,2.472347167752973e-4,47,-1076.9380392488001
1347,lasso,32,2.2527106594441226e-4,47,-1077.0971717597665
1347,lasso,32,2.0525860531898482e-4,47,-1077.2331563723706
1347,lasso,32,1.8702399653886762e-4,48,-1075.194837909931
1347,lasso,32,1.7040930014608835e-4,48,-1075.2994539943766
1347,lasso,32,1.552706075888215e-4,48,-1075.3801168344153
1347,lasso,32,1.414767947543572e-4,48,-1075.4550499474726
1347,lasso,32,1.289083862347655e-4,48,-1075.51400895796
1347,lasso,32,1.1745652048806893e-4,48,-1075.5658455149546
1347,lasso,32,1.0702200693164431e-4,48,-1075.6086867824674
1347,lasso,32,9.751446680084803e-5,49,-1073.5168518259436
1347,lasso,32,8.885155033139307e-5,49,-1073.5605166153016
1347,lasso,32,8.095822348508622e-5,49,-1073.6021113513855
1347,lasso,32,7.37661180408849e-5,49,-1073.6375132520725
1347,lasso,32,6.721293942207319e-5,49,-1073.6664639384142
1347,lasso,32,6.124192713043963e-5,49,-1073.6929051659524
1347,lasso,32,5.580136311399533e-5,49,-1073.714271602078
1347,lasso,32,5.084412380994919e-5,48,-1075.8866856564864
1347,lasso,32,4.632727198295047e-5,48,-1075.90278980325
108,lasso,33,0.21008617793315515,0,-1.7053025658242404e-13
108,lasso,33,0.19142270090734276,2,0.40877659943574374
108,lasso,33,0.1744172357418054,4,-1.4993732868294125
108,lasso,33,0.15892248923254843,7,-3.599847112534335
108,lasso,33,0.14480425329786298,7,-11.75707220583216
108,lasso,33,0.13194024253212625,8,-16.73715846561249
108,lasso,33,0.12021903502811825,10,-18.724778484086215
108,lasso,33,0.10953910729376476,11,-22.494677626496998
108,lasso,33,0.09980795490421698,13,-23.34150426249102
108,lasso,33,0.09094129127277681,13,-28.930882717351857
108,lasso,33,0.0828623176008048,13,-34.001098421804294
108,lasso,33,0.07550105768326631,14,-35.99822007913907
108,lasso,33,0.06879375180831947,15,-37.795264647855966
108,lasso,33,0.06268230450119329,15,-41.942102847275926
108,lasso,33,0.05711378132897762,16,-43.08177392916543
108,lasso,33,0.05203995040788862,17,-43.95146342489176
108,lasso,33,0.04741686464176517,18,-44.67975050954781
108,lasso,33,0.043204481073345846,19,-45.14311753672942
108,lasso,33,0.039366314051329294,19,-48.437789975969736
108,lasso,33,0.03586911920911711,19,-51.50674032091155
108,lasso,33,0.032682605518014184,19,-54.366562582532225
108,lasso,33,0.0297791729208291,19,-57.031046087640505
108,lasso,33,0.027133673273382387,19,-59.513298068345634
108,lasso,33,0.024723192523312284,19,-61.82736268997786
108,lasso,33,0.022526852239515078,19,-63.98855162060653
108,lasso,33,0.02052562877316294,20,-63.03011872338962
108,lasso,33,0.018702188483958535,21,-61.915132999190206
108,lasso,33,0.017040737604435023,22,-60.61639292211501
108,lasso,33,0.015526885441897875,23,-59.14206055620748
108,lasso,33,0.014147519733129135,23,-60.78041781758766
108,lasso,33,0.012890693072236213,24,-59.12191848089855
108,lasso,33,0.011745519427937591,25,-57.446934330047554
108,lasso,33,0.01070207985396764,28,-48.48723579427501
108,lasso,33,0.009751336575909207,27,-53.82794584236497
108,lasso,33,0.008885054710315211,27,-55.42779745967273
108,lasso,33,0.008095730938087718,27,-56.9270883102363
108,lasso,33,0.00737652851431744,27,-58.33323867044466
108,lasso,33,0.006721218051669973,26,-63.165352969536656
108,lasso,33,0.006124123564412791,28,-57.18761374802209
108,lasso,33,0.0055800733057421725,27,-61.95836673757135
108,lasso,33,0.005084354972586507,27,-63.011239408142856
108,lasso,33,0.004632674889891415,28,-60.384337111995436
108,lasso,33,0.004221120820860482,28,-61.32607675044265
108,lasso,33,0.0038461280810317133,28,-62.194712468179105
108,lasso,33,0.0035044486626860335,28,-62.99626705908857
108,lasso,33,0.0031931231021582467,28,-63.73554464170705
108,lasso,33,0.002909454846378549,28,-64.41788867844049
108,lasso,33,0.0026509868966198462,28,-65.04852257135987
108,lasso,33,0.0024154805271501866,27,-69.25908097095883
108,lasso,33,0.002200895894461459,27,-69.78866117347404
108,lasso,33,0.0020053743691207677,27,-70.27700831514746
108,lasso,33,0.0018272224372114392,27,-70.72727478371094
108,lasso,33,0.0016648970319256364,27,-71.14281315743135
108,lasso,33,0.0015169921682578605,27,-71.52662294404591
108,lasso,33,0.0013822267650354441,27,-71.88145766120392
108,lasso,33,0.001259433548806292,26,-75.7541274519971
108,lasso,33,0.0011475489434746525,27,-72.5282093125176
108,lasso,33,0.0010456038581137823,28,-69.1967397091063
108,lasso,33,9.527152931639428e-4,28,-69.48011744160262
108,lasso,33,8.680786923126344e-4,28,-69.74565382269553
108,lasso,33,7.909609738127098e-4,29,-66.27876603341015
108,lasso,33,7.2069418087898e-4,30,-62.71070141984614
108,lasso,33,6.566696961660864e-4,29,-66.77252374266943
108,lasso,33,5.983329702162122e-4,29,-66.9929874227128
108,lasso,33,5.451787182169708e-4,29,-67.19949348558002
108,lasso,33,4.967465434660848e-4,29,-67.39140685216505
108,lasso,33,4.526169496354005e-4,29,-67.56933699860251
108,lasso,33,4.1240770729437714e-4,28,-71.45660715511228
108,lasso,33,3.7577054322161465e-4,28,-71.60762298778268
108,lasso,33,3.42388123828821e-4,27,-75.37853703466139
108,lasso,33,3.1197130656908e-4,27,-75.50439098479406
108,lasso,33,0.00028425663552243316,27,-75.61984866440743
108,lasso,33,2.590040594667363e-4,27,-75.72658570015984
108,lasso,33,2.359948526688115e-4,27,-75.82455469410552
108,lasso,33,2.1502972038678312e-4,27,-75.91467633187104
108,lasso,33,1.959270726743643e-4,27,-75.99755513149945
108,lasso,33,1.7852145153561354e-4,26,-79.61883177266506
108,lasso,33,1.6266209780692737e-4,26,-79.68792087818647
108,lasso,33,1.4821164535328723e-4,26,-79.75189458763865
108,lasso,33,1.3504493126851263e-4,26,-79.81022675850016
108,lasso,33,1.230479117740448e-4,26,-79.86365014441918
108,lasso,33,1.1211667442629421e-4,26,-79.91228564599913
108,lasso,33,1.0215653807676522e-4,26,-79.95704509372214
108,lasso,33,9.308123278924232e-5,26,-79.99804766100448
108,lasso,33,8.481215261087348e-5,26,-80.03529651832449
108,lasso,33,7.727767472501097e-5,26,-80.06959600182606
108,lasso,33,7.041253908863727e-5,26,-80.10099846999628
108,lasso,33,6.415728318109236e-5,25,-83.58876857959895
108,lasso,33,5.845772696816604e-5,25,-83.6145360237776
108,lasso,33,5.326450362056093e-5,25,-83.63834226899674
108,lasso,33,4.853263192203375e-5,25,-83.6601742474344
108,lasso,33,4.4221126663618846e-5,24,-87.05715978409155
108,lasso,33,4.0292643649355094e-5,24,-87.07491279468063
108,lasso,33,3.671315623872565e-5,25,-83.71462754479906
108,lasso,33,3.3451660624175835e-5,25,-83.72974766582483
108,lasso,33,3.0479907290964042e-5,25,-83.74349196658919
540,lasso,33,0.19680410536746465,0,6.707523425575346e-12
540,lasso,33,0.1793205710614622,1,-12.582913364642348
540,lasso,33,0.16339022575656534,2,-28.61219295705428
