training_size,cost,gamma,param_type,trial_id,seeds,total,correct,accuracy,misclassification
108,10.0,0.006,minimum_error,A036,1775,2586,2254,0.871616395978345,0.12838360402165505
108,10.0,0.006,minimum_error,A037,7219,2586,2257,0.8727764887857695,0.12722351121423048
108,10.0,0.006,minimum_error,A038,801,2586,2273,0.8789636504253674,0.1210363495746326
108,10.0,0.006,minimum_error,A039,4085,2586,2242,0.8669760247486465,0.13302397525135345
108,10.0,0.006,minimum_error,A040,6177,2586,2151,0.8317865429234339,0.1682134570765661
108,10.0,0.006,minimum_error,A041,2083,2586,2229,0.8619489559164734,0.13805104408352664
108,10.0,0.006,minimum_error,A042,3671,2586,2205,0.8526682134570766,0.14733178654292345
108,10.0,0.006,minimum_error,A043,2601,2586,2181,0.8433874709976799,0.15661252900232014
108,10.0,0.006,minimum_error,A044,1008,2586,2221,0.8588553750966744,0.14114462490332558
108,10.0,0.006,minimum_error,A045,8301,2586,2108,0.8151585460170147,0.18484145398298535
108,10.0,0.006,minimum_error,A046,7184,2586,2261,0.874323279195669,0.125676720804331
108,10.0,0.006,minimum_error,A047,9774,2586,2203,0.8518948182521269,0.14810518174787313
108,10.0,0.006,minimum_error,A048,9041,2586,2280,0.8816705336426914,0.11832946635730857
108,10.0,0.006,minimum_error,A049,5021,2586,2242,0.8669760247486465,0.13302397525135345
108,10.0,0.006,minimum_error,A050,8718,2586,2284,0.8832173240525909,0.1167826759474091
108,10.0,0.006,minimum_error,A051,9552,2586,2300,0.8894044856921887,0.11059551430781134
108,10.0,0.006,minimum_error,A052,6898,2586,2228,0.8615622583139985,0.13843774168600154
108,10.0,0.006,minimum_error,A053,2302,2586,2211,0.8549883990719258,0.1450116009280742
108,10.0,0.006,minimum_error,A054,2532,2586,2217,0.857308584686775,0.14269141531322505
108,10.0,0.006,minimum_error,A055,3264,2586,2223,0.8596287703016241,0.1403712296983759
108,10.0,0.006,minimum_error,A056,978,2586,2203,0.8518948182521269,0.14810518174787313
108,10.0,0.006,minimum_error,A057,4169,2586,2296,0.8878576952822892,0.1121423047177108
108,10.0,0.006,minimum_error,A058,2789,2586,2235,0.8642691415313225,0.1357308584686775
108,10.0,0.006,minimum_error,A059,9568,2586,2262,0.8747099767981439,0.12529002320185612
108,10.0,0.006,minimum_error,A060,1909,2586,2220,0.8584686774941995,0.14153132250580047
108,10.0,0.006,minimum_error,A061,6310,2586,2229,0.8619489559164734,0.13805104408352664
108,10.0,0.006,minimum_error,A062,7344,2586,2208,0.8538283062645011,0.14617169373549888
108,10.0,0.006,minimum_error,A063,2320,2586,2174,0.8406805877803558,0.15931941221964419
108,10.0,0.006,minimum_error,A064,3175,2586,2255,0.8720030935808198,0.12799690641918016
108,10.0,0.006,minimum_error,A065,5920,2586,2245,0.8681361175560711,0.13186388244392888
108,10.0,0.006,minimum_error,A066,379,2586,2200,0.8507347254447022,0.1492652745552978
108,10.0,0.006,minimum_error,A067,8400,2586,2152,0.8321732405259087,0.1678267594740913
108,10.0,0.006,minimum_error,A068,6346,2586,2265,0.8758700696055685,0.12412993039443154
108,10.0,0.006,minimum_error,A069,4815,2586,2213,0.8557617942768755,0.1442382057231245
108,10.0,0.006,minimum_error,A070,3824,2586,2258,0.8731631863882444,0.12683681361175558
108,10.0,0.006,minimum_error,A071,3299,2586,2263,0.8750966744006187,0.12490332559938133
108,10.0,0.006,minimum_error,A072,7479,2586,2255,0.8720030935808198,0.12799690641918016
108,10.0,0.006,minimum_error,A073,5575,2586,2274,0.8793503480278422,0.12064965197215782
