training_size,model_type,seeds,df,trial_id,lambda_type,lambda,total,correct,accuracy,misclassification
108,ridge,326,45,D013,lambda_1se,0.9513941934710264,2695,2283,0.8471243042671615,0.15287569573283855
108,ridge,6545,45,D014,lambda_1se,0.9513941934710264,2695,2322,0.861595547309833,0.138404452690167
108,ridge,6332,45,D015,lambda_1se,0.9513941934710264,2695,2175,0.8070500927643784,0.19294990723562155
108,ridge,9556,45,D016,lambda_1se,0.9513941934710264,2695,2278,0.8452690166975881,0.15473098330241186
108,ridge,5826,45,D017,lambda_1se,0.9513941934710264,2695,2345,0.8701298701298701,0.1298701298701299
108,ridge,3838,45,D018,lambda_1se,0.9513941934710264,2695,2238,0.8304267161410018,0.16957328385899817
108,ridge,6884,45,D019,lambda_1se,0.9513941934710264,2695,2299,0.8530612244897959,0.14693877551020407
108,ridge,8549,45,D020,lambda_1se,0.9513941934710264,2695,2299,0.8530612244897959,0.14693877551020407
108,ridge,2928,45,D021,lambda_1se,0.9513941934710264,2695,2296,0.8519480519480519,0.1480519480519481
108,ridge,3103,45,D022,lambda_1se,0.9513941934710264,2695,2282,0.8467532467532467,0.1532467532467533
108,ridge,1513,45,D023,lambda_1se,0.9513941934710264,2695,2308,0.8564007421150278,0.1435992578849722
108,ridge,4062,45,D024,lambda_1se,0.9513941934710264,2695,2284,0.8474953617810761,0.1525046382189239
108,ridge,4521,45,D025,lambda_1se,0.9513941934710264,2695,2304,0.8549165120593692,0.14508348794063075
108,ridge,9744,45,D026,lambda_1se,0.9513941934710264,2695,2320,0.8608534322820037,0.13914656771799627
108,ridge,2983,45,D027,lambda_1se,0.9513941934710264,2695,2371,0.8797773654916512,0.1202226345083488
108,ridge,3841,45,D028,lambda_1se,0.9513941934710264,2695,2354,0.8734693877551021,0.12653061224489792
108,ridge,8620,45,D029,lambda_1se,0.9513941934710264,2695,2339,0.8679035250463822,0.13209647495361776
108,ridge,2133,45,D030,lambda_1se,0.9513941934710264,2695,2297,0.8523191094619667,0.14768089053803335
108,ridge,4270,45,D031,lambda_1se,0.9513941934710264,2695,2318,0.8601113172541744,0.13988868274582555
108,ridge,9132,45,D032,lambda_1se,0.9513941934710264,2695,2307,0.8560296846011132,0.14397031539888683
108,ridge,2571,45,D033,lambda_1se,0.9513941934710264,2695,2328,0.863821892393321,0.13617810760667903
108,ridge,3605,45,D034,lambda_1se,0.9513941934710264,2695,2263,0.8397031539888683,0.1602968460111317
108,ridge,1357,45,D035,lambda_1se,0.9513941934710264,2695,2367,0.8782931354359926,0.12170686456400737
108,ridge,7176,45,D036,lambda_1se,0.9513941934710264,2695,2338,0.8675324675324675,0.1324675324675325
108,ridge,4899,45,D037,lambda_1se,0.9513941934710264,2695,2304,0.8549165120593692,0.14508348794063075
108,ridge,7624,45,D038,lambda_1se,0.9513941934710264,2695,2334,0.8660482374768089,0.13395176252319108
108,ridge,3087,45,D039,lambda_1se,0.9513941934710264,2695,2291,0.8500927643784787,0.1499072356215213
108,ridge,3357,45,D040,lambda_1se,0.9513941934710264,2695,2233,0.8285714285714286,0.17142857142857137
108,ridge,7112,45,D041,lambda_1se,0.9513941934710264,2695,2374,0.8808905380333952,0.11910946196660477
108,ridge,226,45,D042,lambda_1se,0.9513941934710264,2695,2324,0.8623376623376623,0.1376623376623377
108,ridge,3294,45,D043,lambda_1se,0.9513941934710264,2695,2373,0.8805194805194805,0.11948051948051952
108,ridge,9142,45,D044,lambda_1se,0.9513941934710264,2695,2150,0.7977736549165121,0.2022263450834879
108,ridge,1370,45,D045,lambda_1se,0.9513941934710264,2695,2319,0.8604823747680891,0.1395176252319109
108,ridge,7498,45,D046,lambda_1se,0.9513941934710264,2695,2251,0.8352504638218924,0.16474953617810761
108,ridge,8263,45,D047,lambda_1se,0.9513941934710264,2695,2261,0.8389610389610389,0.1610389610389611
108,ridge,6465,45,D048,lambda_1se,0.9513941934710264,2695,2363,0.876808905380334,0.12319109461966604
108,ridge,5183,45,D049,lambda_1se,0.9513941934710264,2695,2324,0.8623376623376623,0.1376623376623377
108,ridge,3227,45,D050,lambda_1se,0.9513941934710264,2695,2289,0.8493506493506493,0.1506493506493507
108,ridge,2733,45,D051,lambda_1se,0.9513941934710264,2695,2314,0.8586270871985158,0.14137291280148423
108,ridge,9905,45,D052,lambda_1se,0.9513941934710264,2695,2302,0.8541743970315399,0.14582560296846014
108,ridge,125,45,D053,lambda_1se,0.9513941934710264,2695,2306,0.8556586270871985,0.14434137291280147
108,ridge,2303,45,D054,lambda_1se,0.9513941934710264,2695,2265,0.8404452690166976,0.15955473098330242
108,ridge,6864,45,D055,lambda_1se,0.9513941934710264,2695,2408,0.8935064935064935,0.10649350649350653
108,ridge,1560,45,D056,lambda_1se,0.9513941934710264,2695,2298,0.8526901669758813,0.1473098330241187
108,ridge,9567,45,D057,lambda_1se,0.9513941934710264,2695,2187,0.8115027829313544,0.18849721706864564
108,ridge,2694,45,D058,lambda_1se,0.9513941934710264,2695,2252,0.835621521335807,0.16437847866419297
108,ridge,4267,45,D059,lambda_1se,0.9513941934710264,2695,2307,0.8560296846011132,0.14397031539888683
108,ridge,5137,45,D060,lambda_1se,0.9513941934710264,2695,2255,0.8367346938775511,0.16326530612244894
108,ridge,7840,45,D061,lambda_1se,0.9513941934710264,2695,2313,0.8582560296846011,0.14174397031539887
108,ridge,8257,45,D062,lambda_1se,0.9513941934710264,2695,2297,0.8523191094619667,0.14768089053803335
108,ridge,3116,45,D063,lambda_1se,0.9513941934710264,2695,2303,0.8545454545454545,0.1454545454545455
108,ridge,6302,45,D064,lambda_1se,0.9513941934710264,2695,2290,0.849721706864564,0.15027829313543595
108,ridge,5460,45,D065,lambda_1se,0.9513941934710264,2695,2291,0.8500927643784787,0.1499072356215213
108,ridge,469,45,D066,lambda_1se,0.9513941934710264,2695,2328,0.863821892393321,0.13617810760667903
108,ridge,9860,45,D067,lambda_1se,0.9513941934710264,2695,2265,0.8404452690166976,0.15955473098330242
108,ridge,102,45,D068,lambda_1se,0.9513941934710264,2695,2312,0.8578849721706865,0.1421150278293135
108,ridge,8695,45,D069,lambda_1se,0.9513941934710264,2695,2259,0.8382189239332096,0.16178107606679037
108,ridge,1254,45,D070,lambda_1se,0.9513941934710264,2695,2302,0.8541743970315399,0.14582560296846014
108,ridge,3533,45,D071,lambda_1se,0.9513941934710264,2695,2293,0.850834879406308,0.14916512059369202
108,ridge,6005,45,D072,lambda_1se,0.9513941934710264,2695,2360,0.87569573283859,0.12430426716140996
108,ridge,922,45,D073,lambda_1se,0.9513941934710264,2695,2213,0.8211502782931355,0.17884972170686453
108,ridge,8089,45,D074,lambda_1se,0.9513941934710264,2695,2352,0.8727272727272727,0.12727272727272732
108,ridge,8146,45,D075,lambda_1se,0.9513941934710264,2695,2280,0.8460111317254174,0.15398886827458258
108,ridge,3206,45,D076,lambda_1se,0.9513941934710264,2695,2295,0.8515769944341373,0.14842300556586274
108,ridge,9551,45,D077,lambda_1se,0.9513941934710264,2695,2299,0.8530612244897959,0.14693877551020407
108,ridge,9029,45,D078,lambda_1se,0.9513941934710264,2695,2315,0.8589981447124304,0.1410018552875696
108,ridge,7638,45,D079,lambda_1se,0.9513941934710264,2695,2276,0.8445269016697589,0.15547309833024114
108,ridge,5655,45,D080,lambda_1se,0.9513941934710264,2695,2290,0.849721706864564,0.15027829313543595
108,ridge,7226,45,D081,lambda_1se,0.9513941934710264,2695,2328,0.863821892393321,0.13617810760667903
108,ridge,6965,45,D082,lambda_1se,0.9513941934710264,2695,2334,0.8660482374768089,0.13395176252319108
108,ridge,7061,45,D083,lambda_1se,0.9513941934710264,2695,2254,0.8363636363636363,0.1636363636363637
108,ridge,8714,45,D084,lambda_1se,0.9513941934710264,2695,2308,0.8564007421150278,0.1435992578849722
108,ridge,8387,45,D085,lambda_1se,0.9513941934710264,2695,2335,0.8664192949907236,0.13358070500927643
108,ridge,998,45,D086,lambda_1se,0.9513941934710264,2695,2302,0.8541743970315399,0.14582560296846014
108,ridge,4085,45,D087,lambda_1se,0.9513941934710264,2695,2362,0.8764378478664193,0.12356215213358068
108,ridge,7146,45,D088,lambda_1se,0.9513941934710264,2695,2315,0.8589981447124304,0.1410018552875696
108,ridge,7314,45,D089,lambda_1se,0.9513941934710264,2695,2295,0.8515769944341373,0.14842300556586274
108,ridge,4206,45,D090,lambda_1se,0.9513941934710264,2695,2290,0.849721706864564,0.15027829313543595
108,ridge,7097,45,D091,lambda_1se,0.9513941934710264,2695,2261,0.8389610389610389,0.1610389610389611
108,ridge,624,45,D092,lambda_1se,0.9513941934710264,2695,2378,0.8823747680890538,0.1176252319109462
108,ridge,5960,45,D093,lambda_1se,0.9513941934710264,2695,2316,0.859369202226345,0.14063079777365495
108,ridge,3821,45,D094,lambda_1se,0.9513941934710264,2695,2260,0.8385899814471243,0.16141001855287573
108,ridge,887,45,D095,lambda_1se,0.9513941934710264,2695,2230,0.8274582560296846,0.1725417439703154
108,ridge,2121,45,D096,lambda_1se,0.9513941934710264,2695,2326,0.8630797773654917,0.13692022263450832
108,ridge,1222,45,D097,lambda_1se,0.9513941934710264,2695,2265,0.8404452690166976,0.15955473098330242
108,ridge,4707,45,D098,lambda_1se,0.9513941934710264,2695,2261,0.8389610389610389,0.1610389610389611
108,ridge,108,45,D099,lambda_1se,0.9513941934710264,2695,2214,0.8215213358070501,0.1784786641929499
108,ridge,2132,45,D100,lambda_1se,0.9513941934710264,2695,2310,0.8571428571428571,0.1428571428571429
540,ridge,1184,46,E001,lambda_1se,1.0855093490043985,2695,2352,0.8727272727272727,0.12727272727272732
540,ridge,6129,46,E002,lambda_1se,1.0855093490043985,2695,2333,0.8656771799628943,0.13432282003710572
540,ridge,6389,46,E003,lambda_1se,1.0855093490043985,2695,2312,0.8578849721706865,0.1421150278293135
540,ridge,373,46,E004,lambda_1se,1.0855093490043985,2695,2305,0.8552875695732839,0.1447124304267161
540,ridge,2499,46,E005,lambda_1se,1.0855093490043985,2695,2287,0.84860853432282,0.15139146567717998
540,ridge,2343,46,E006,lambda_1se,1.0855093490043985,2695,2342,0.8690166975881262,0.13098330241187384
540,ridge,4382,46,E007,lambda_1se,1.0855093490043985,2695,2294,0.8512059369202226,0.14879406307977738
540,ridge,3840,46,E008,lambda_1se,1.0855093490043985,2695,2310,0.8571428571428571,0.1428571428571429
540,ridge,5782,46,E009,lambda_1se,1.0855093490043985,2695,2293,0.850834879406308,0.14916512059369202
540,ridge,8140,46,E010,lambda_1se,1.0855093490043985,2695,2241,0.8315398886827459,0.16846011131725414
