training_size,model_type,seeds,df,trial_id,lambda_type,lambda,total,correct,accuracy,misclassification
540,ridge,9995,46,E047,lambda_min,0.24500160065499074,2695,2321,0.8612244897959184,0.13877551020408163
540,ridge,2259,46,E048,lambda_min,0.24500160065499074,2695,2389,0.8864564007421151,0.11354359925788493
540,ridge,6585,46,E049,lambda_min,0.24500160065499074,2695,2381,0.8834879406307977,0.11651205936920228
540,ridge,9454,46,E050,lambda_min,0.24500160065499074,2695,2353,0.8730983302411874,0.12690166975881256
540,ridge,8338,46,E051,lambda_min,0.24500160065499074,2695,2362,0.8764378478664193,0.12356215213358068
540,ridge,5481,46,E052,lambda_min,0.24500160065499074,2695,2395,0.8886827458256029,0.11131725417439708
540,ridge,4014,46,E053,lambda_min,0.24500160065499074,2695,2357,0.874582560296846,0.125417439703154
540,ridge,6337,46,E054,lambda_min,0.24500160065499074,2695,2364,0.8771799628942486,0.1228200371057514
540,ridge,637,46,E055,lambda_min,0.24500160065499074,2695,2363,0.876808905380334,0.12319109461966604
540,ridge,2837,46,E056,lambda_min,0.24500160065499074,2695,2357,0.874582560296846,0.125417439703154
540,ridge,7216,46,E057,lambda_min,0.24500160065499074,2695,2337,0.8671614100185528,0.13283858998144715
540,ridge,1539,46,E058,lambda_min,0.24500160065499074,2695,2358,0.8749536178107606,0.12504638218923936
540,ridge,8202,46,E059,lambda_min,0.24500160065499074,2695,2390,0.8868274582560297,0.11317254174397029
540,ridge,4067,46,E060,lambda_min,0.24500160065499074,2695,2374,0.8808905380333952,0.11910946196660477
540,ridge,3519,46,E061,lambda_min,0.24500160065499074,2695,2330,0.8645640074211502,0.13543599257884975
540,ridge,6550,46,E062,lambda_min,0.24500160065499074,2695,2393,0.8879406307977736,0.11205936920222637
540,ridge,5040,46,E063,lambda_min,0.24500160065499074,2695,2347,0.8708719851576995,0.12912801484230052
540,ridge,6705,46,E064,lambda_min,0.24500160065499074,2695,2375,0.8812615955473099,0.11873840445269013
540,ridge,8957,46,E065,lambda_min,0.24500160065499074,2695,2404,0.8920222634508349,0.1079777365491651
540,ridge,2904,46,E066,lambda_min,0.24500160065499074,2695,2328,0.863821892393321,0.13617810760667903
540,ridge,3288,46,E067,lambda_min,0.24500160065499074,2695,2351,0.872356215213358,0.12764378478664196
540,ridge,2879,46,E068,lambda_min,0.24500160065499074,2695,2325,0.862708719851577,0.13729128014842296
540,ridge,9739,46,E069,lambda_min,0.24500160065499074,2695,2396,0.8890538033395177,0.11094619666048233
540,ridge,5827,46,E070,lambda_min,0.24500160065499074,2695,2373,0.8805194805194805,0.11948051948051952
540,ridge,4610,46,E071,lambda_min,0.24500160065499074,2695,2354,0.8734693877551021,0.12653061224489792
540,ridge,935,46,E072,lambda_min,0.24500160065499074,2695,2369,0.8790352504638219,0.12096474953617808
540,ridge,1593,46,E073,lambda_min,0.24500160065499074,2695,2337,0.8671614100185528,0.13283858998144715
540,ridge,1429,46,E074,lambda_min,0.24500160065499074,2695,2358,0.8749536178107606,0.12504638218923936
540,ridge,3240,46,E075,lambda_min,0.24500160065499074,2695,2374,0.8808905380333952,0.11910946196660477
540,ridge,5269,46,E076,lambda_min,0.24500160065499074,2695,2352,0.8727272727272727,0.12727272727272732
540,ridge,3900,46,E077,lambda_min,0.24500160065499074,2695,2372,0.8801484230055658,0.11985157699443416
540,ridge,6351,46,E078,lambda_min,0.24500160065499074,2695,2360,0.87569573283859,0.12430426716140996
540,ridge,5433,46,E079,lambda_min,0.24500160065499074,2695,2370,0.8794063079777366,0.12059369202226344
540,ridge,2731,46,E080,lambda_min,0.24500160065499074,2695,2303,0.8545454545454545,0.1454545454545455
540,ridge,2831,46,E081,lambda_min,0.24500160065499074,2695,2363,0.876808905380334,0.12319109461966604
540,ridge,8932,46,E082,lambda_min,0.24500160065499074,2695,2322,0.861595547309833,0.138404452690167
540,ridge,333,46,E083,lambda_min,0.24500160065499074,2695,2382,0.8838589981447125,0.11614100185528753
540,ridge,2599,46,E084,lambda_min,0.24500160065499074,2695,2358,0.8749536178107606,0.12504638218923936
540,ridge,4487,46,E085,lambda_min,0.24500160065499074,2695,2361,0.8760667903525047,0.12393320964749532
540,ridge,9856,46,E086,lambda_min,0.24500160065499074,2695,2330,0.8645640074211502,0.13543599257884975
540,ridge,6479,46,E087,lambda_min,0.24500160065499074,2695,2360,0.87569573283859,0.12430426716140996
540,ridge,6269,46,E088,lambda_min,0.24500160065499074,2695,2371,0.8797773654916512,0.1202226345083488
540,ridge,5029,46,E089,lambda_min,0.24500160065499074,2695,2361,0.8760667903525047,0.12393320964749532
540,ridge,2232,46,E090,lambda_min,0.24500160065499074,2695,2355,0.8738404452690167,0.12615955473098328
540,ridge,775,46,E091,lambda_min,0.24500160065499074,2695,2371,0.8797773654916512,0.1202226345083488
540,ridge,6271,46,E092,lambda_min,0.24500160065499074,2695,2323,0.8619666048237477,0.13803339517625235
540,ridge,8374,46,E093,lambda_min,0.24500160065499074,2695,2368,0.8786641929499073,0.12133580705009273
540,ridge,2698,46,E094,lambda_min,0.24500160065499074,2695,2344,0.8697588126159554,0.13024118738404455
540,ridge,1851,46,E095,lambda_min,0.24500160065499074,2695,2390,0.8868274582560297,0.11317254174397029
540,ridge,7920,46,E096,lambda_min,0.24500160065499074,2695,2359,0.8753246753246753,0.12467532467532472
540,ridge,1166,46,E097,lambda_min,0.24500160065499074,2695,2351,0.872356215213358,0.12764378478664196
540,ridge,9283,46,E098,lambda_min,0.24500160065499074,2695,2381,0.8834879406307977,0.11651205936920228
540,ridge,4065,46,E099,lambda_min,0.24500160065499074,2695,2343,0.8693877551020408,0.1306122448979592
540,ridge,4728,46,E100,lambda_min,0.24500160065499074,2695,2364,0.8771799628942486,0.1228200371057514
1347,ridge,4377,53,F001,lambda_min,0.022373242201489393,2695,2392,0.887569573283859,0.11243042671614101
1347,ridge,3157,53,F002,lambda_min,0.022373242201489393,2695,2411,0.8946196660482375,0.1053803339517625
1347,ridge,6168,53,F003,lambda_min,0.022373242201489393,2695,2416,0.8964749536178107,0.10352504638218929
1347,ridge,5706,53,F004,lambda_min,0.022373242201489393,2695,2412,0.8949907235621521,0.10500927643784785
1347,ridge,6464,53,F005,lambda_min,0.022373242201489393,2695,2416,0.8964749536178107,0.10352504638218929
1347,ridge,1991,53,F006,lambda_min,0.022373242201489393,2695,2419,0.8975881261595547,0.10241187384044526
1347,ridge,8601,53,F007,lambda_min,0.022373242201489393,2695,2403,0.8916512059369203,0.10834879406307973
1347,ridge,5214,53,F008,lambda_min,0.022373242201489393,2695,2417,0.8968460111317255,0.10315398886827454
1347,ridge,6396,53,F009,lambda_min,0.022373242201489393,2695,2386,0.885343228200371,0.11465677179962896
1347,ridge,3946,53,F010,lambda_min,0.022373242201489393,2695,2418,0.8972170686456401,0.1027829313543599
1347,ridge,3661,53,F011,lambda_min,0.022373242201489393,2695,2405,0.8923933209647495,0.10760667903525045
1347,ridge,9700,53,F012,lambda_min,0.022373242201489393,2695,2402,0.8912801484230055,0.10871985157699449
1347,ridge,3235,53,F013,lambda_min,0.022373242201489393,2695,2398,0.889795918367347,0.11020408163265305
1347,ridge,3940,53,F014,lambda_min,0.022373242201489393,2695,2411,0.8946196660482375,0.1053803339517625
1347,ridge,2076,53,F015,lambda_min,0.022373242201489393,2695,2416,0.8964749536178107,0.10352504638218929
1347,ridge,9460,53,F016,lambda_min,0.022373242201489393,2695,2396,0.8890538033395177,0.11094619666048233
1347,ridge,449,53,F017,lambda_min,0.022373242201489393,2695,2406,0.8927643784786642,0.10723562152133581
1347,ridge,2279,53,F018,lambda_min,0.022373242201489393,2695,2414,0.8957328385899814,0.10426716141001857
1347,ridge,1416,53,F019,lambda_min,0.022373242201489393,2695,2382,0.8838589981447125,0.11614100185528753
1347,ridge,218,53,F020,lambda_min,0.022373242201489393,2695,2430,0.9016697588126159,0.0983302411873841
1347,ridge,821,53,F021,lambda_min,0.022373242201489393,2695,2398,0.889795918367347,0.11020408163265305
1347,ridge,7642,53,F022,lambda_min,0.022373242201489393,2695,2403,0.8916512059369203,0.10834879406307973
1347,ridge,8235,53,F023,lambda_min,0.022373242201489393,2695,2413,0.8953617810760668,0.10463821892393321
1347,ridge,9159,53,F024,lambda_min,0.022373242201489393,2695,2418,0.8972170686456401,0.1027829313543599
1347,ridge,864,53,F025,lambda_min,0.022373242201489393,2695,2416,0.8964749536178107,0.10352504638218929
1347,ridge,4909,53,F026,lambda_min,0.022373242201489393,2695,2410,0.8942486085343229,0.10575139146567714
1347,ridge,3930,53,F027,lambda_min,0.022373242201489393,2695,2408,0.8935064935064935,0.10649350649350653
1347,ridge,4450,53,F028,lambda_min,0.022373242201489393,2695,2422,0.8987012987012987,0.10129870129870133
1347,ridge,9707,53,F029,lambda_min,0.022373242201489393,2695,2421,0.898330241187384,0.10166975881261597
1347,ridge,5055,53,F030,lambda_min,0.022373242201489393,2695,2402,0.8912801484230055,0.10871985157699449
1347,ridge,5974,53,F031,lambda_min,0.022373242201489393,2695,2399,0.8901669758812616,0.10983302411873841
1347,ridge,1816,53,F032,lambda_min,0.022373242201489393,2695,2415,0.8961038961038961,0.10389610389610393
1347,ridge,7122,53,F033,lambda_min,0.022373242201489393,2695,2420,0.8979591836734694,0.10204081632653061
1347,ridge,3079,53,F034,lambda_min,0.022373242201489393,2695,2408,0.8935064935064935,0.10649350649350653
1347,ridge,7774,53,F035,lambda_min,0.022373242201489393,2695,2396,0.8890538033395177,0.11094619666048233
1347,ridge,1418,53,F036,lambda_min,0.022373242201489393,2695,2396,0.8890538033395177,0.11094619666048233
1347,ridge,7534,53,F037,lambda_min,0.022373242201489393,2695,2420,0.8979591836734694,0.10204081632653061
1347,ridge,3464,53,F038,lambda_min,0.022373242201489393,2695,2407,0.8931354359925788,0.10686456400742117
1347,ridge,1753,53,F039,lambda_min,0.022373242201489393,2695,2414,0.8957328385899814,0.10426716141001857
1347,ridge,8728,53,F040,lambda_min,0.022373242201489393,2695,2391,0.8871985157699444,0.11280148423005565
1347,ridge,316,53,F041,lambda_min,0.022373242201489393,2695,2397,0.8894248608534323,0.11057513914656769
1347,ridge,3051,53,F042,lambda_min,0.022373242201489393,2695,2420,0.8979591836734694,0.10204081632653061
1347,ridge,2758,53,F043,lambda_min,0.022373242201489393,2695,2409,0.8938775510204081,0.10612244897959189
1347,ridge,9268,53,F044,lambda_min,0.022373242201489393,2695,2429,0.9012987012987013,0.09870129870129873
1347,ridge,1877,53,F045,lambda_min,0.022373242201489393,2695,2420,0.8979591836734694,0.10204081632653061
1347,ridge,3195,53,F046,lambda_min,0.022373242201489393,2695,2404,0.8920222634508349,0.1079777365491651
1347,ridge,7821,53,F047,lambda_min,0.022373242201489393,2695,2397,0.8894248608534323,0.11057513914656769
1347,ridge,5362,53,F048,lambda_min,0.022373242201489393,2695,2380,0.8831168831168831,0.11688311688311692
1347,ridge,8081,53,F049,lambda_min,0.022373242201489393,2695,2388,0.8860853432282003,0.11391465677179968
1347,ridge,5973,53,F050,lambda_min,0.022373242201489393,2695,2398,0.889795918367347,0.11020408163265305
1347,ridge,8429,53,F051,lambda_min,0.022373242201489393,2695,2398,0.889795918367347,0.11020408163265305
1347,ridge,3808,53,F052,lambda_min,0.022373242201489393,2695,2413,0.8953617810760668,0.10463821892393321
1347,ridge,3779,53,F053,lambda_min,0.022373242201489393,2695,2422,0.8987012987012987,0.10129870129870133
1347,ridge,9336,53,F054,lambda_min,0.022373242201489393,2695,2410,0.8942486085343229,0.10575139146567714
1347,ridge,9590,53,F055,lambda_min,0.022373242201489393,2695,2378,0.8823747680890538,0.1176252319109462
1347,ridge,7449,53,F056,lambda_min,0.022373242201489393,2695,2414,0.8957328385899814,0.10426716141001857
1347,ridge,8471,53,F057,lambda_min,0.022373242201489393,2695,2404,0.8920222634508349,0.1079777365491651
1347,ridge,9588,53,F058,lambda_min,0.022373242201489393,2695,2430,0.9016697588126159,0.0983302411873841
1347,ridge,682,53,F059,lambda_min,0.022373242201489393,2695,2408,0.8935064935064935,0.10649350649350653
1347,ridge,5634,53,F060,lambda_min,0.022373242201489393,2695,2417,0.8968460111317255,0.10315398886827454
1347,ridge,6414,53,F061,lambda_min,0.022373242201489393,2695,2403,0.8916512059369203,0.10834879406307973
1347,ridge,2411,53,F062,lambda_min,0.022373242201489393,2695,2425,0.8998144712430427,0.1001855287569573
1347,ridge,5245,53,F063,lambda_min,0.022373242201489393,2695,2419,0.8975881261595547,0.10241187384044526
1347,ridge,1415,53,F064,lambda_min,0.022373242201489393,2695,2402,0.8912801484230055,0.10871985157699449
1347,ridge,1474,53,F065,lambda_min,0.022373242201489393,2695,2386,0.885343228200371,0.11465677179962896
1347,ridge,8998,53,F066,lambda_min,0.022373242201489393,2695,2418,0.8972170686456401,0.1027829313543599
1347,ridge,8454,53,F067,lambda_min,0.022373242201489393,2695,2392,0.887569573283859,0.11243042671614101
1347,ridge,5637,53,F068,lambda_min,0.022373242201489393,2695,2421,0.898330241187384,0.10166975881261597
1347,ridge,3137,53,F069,lambda_min,0.022373242201489393,2695,2401,0.8909090909090909,0.10909090909090913
1347,ridge,5169,53,F070,lambda_min,0.022373242201489393,2695,2412,0.8949907235621521,0.10500927643784785
1347,ridge,6486,53,F071,lambda_min,0.022373242201489393,2695,2393,0.8879406307977736,0.11205936920222637
1347,ridge,2734,53,F072,lambda_min,0.022373242201489393,2695,2408,0.8935064935064935,0.10649350649350653
1347,ridge,9109,53,F073,lambda_min,0.022373242201489393,2695,2434,0.9031539888682746,0.09684601113172542
1347,ridge,5490,53,F074,lambda_min,0.022373242201489393,2695,2396,0.8890538033395177,0.11094619666048233
1347,ridge,4927,53,F075,lambda_min,0.022373242201489393,2695,2400,0.8905380333951762,0.10946196660482377
1347,ridge,3356,53,F076,lambda_min,0.022373242201489393,2695,2407,0.8931354359925788,0.10686456400742117
1347,ridge,8721,53,F077,lambda_min,0.022373242201489393,2695,2418,0.8972170686456401,0.1027829313543599
1347,ridge,4921,53,F078,lambda_min,0.022373242201489393,2695,2404,0.8920222634508349,0.1079777365491651
1347,ridge,129,53,F079,lambda_min,0.022373242201489393,2695,2417,0.8968460111317255,0.10315398886827454
1347,ridge,4302,53,F080,lambda_min,0.022373242201489393,2695,2403,0.8916512059369203,0.10834879406307973
1347,ridge,547,53,F081,lambda_min,0.022373242201489393,2695,2411,0.8946196660482375,0.1053803339517625
1347,ridge,9162,53,F082,lambda_min,0.022373242201489393,2695,2422,0.8987012987012987,0.10129870129870133
1347,ridge,1424,53,F083,lambda_min,0.022373242201489393,2695,2437,0.9042671614100185,0.0957328385899815
1347,ridge,4070,53,F084,lambda_min,0.022373242201489393,2695,2419,0.8975881261595547,0.10241187384044526
1347,ridge,5242,53,F085,lambda_min,0.022373242201489393,2695,2395,0.8886827458256029,0.11131725417439708
1347,ridge,9148,53,F086,lambda_min,0.022373242201489393,2695,2394,0.8883116883116883,0.11168831168831173
1347,ridge,131,53,F087,lambda_min,0.022373242201489393,2695,2380,0.8831168831168831,0.11688311688311692
1347,ridge,6559,53,F088,lambda_min,0.022373242201489393,2695,2410,0.8942486085343229,0.10575139146567714
1347,ridge,2443,53,F089,lambda_min,0.022373242201489393,2695,2414,0.8957328385899814,0.10426716141001857
1347,ridge,1677,53,F090,lambda_min,0.022373242201489393,2695,2407,0.8931354359925788,0.10686456400742117
1347,ridge,5323,53,F091,lambda_min,0.022373242201489393,2695,2421,0.898330241187384,0.10166975881261597
1347,ridge,6607,53,F092,lambda_min,0.022373242201489393,2695,2430,0.9016697588126159,0.0983302411873841
1347,ridge,2103,53,F093,lambda_min,0.022373242201489393,2695,2382,0.8838589981447125,0.11614100185528753
1347,ridge,8804,53,F094,lambda_min,0.022373242201489393,2695,2398,0.889795918367347,0.11020408163265305
1347,ridge,1745,53,F095,lambda_min,0.022373242201489393,2695,2384,0.8846011131725418,0.11539888682745825
1347,ridge,2968,53,F096,lambda_min,0.022373242201489393,2695,2404,0.8920222634508349,0.1079777365491651
1347,ridge,4452,53,F097,lambda_min,0.022373242201489393,2695,2400,0.8905380333951762,0.10946196660482377
1347,ridge,9379,53,F098,lambda_min,0.022373242201489393,2695,2440,0.9053803339517625,0.09461966604823746
1347,ridge,6928,53,F099,lambda_min,0.022373242201489393,2695,2414,0.8957328385899814,0.10426716141001857
1347,ridge,5415,53,F100,lambda_min,0.022373242201489393,2695,2380,0.8831168831168831,0.11688311688311692
108,lasso,6973,29,A001,lambda_1se,0.10743574264602199,2695,2322,0.861595547309833,0.138404452690167
108,lasso,3333,29,A002,lambda_1se,0.10743574264602199,2695,2366,0.8779220779220779,0.12207792207792212
108,lasso,3249,29,A003,lambda_1se,0.10743574264602199,2695,1990,0.738404452690167,0.26159554730983303
108,lasso,3267,29,A004,lambda_1se,0.10743574264602199,2695,2026,0.7517625231910946,0.2482374768089054
108,lasso,4283,29,A005,lambda_1se,0.10743574264602199,2695,2119,0.7862708719851577,0.21372912801484234
108,lasso,7341,29,A006,lambda_1se,0.10743574264602199,2695,2236,0.8296846011131725,0.17031539888682745
108,lasso,924,29,A007,lambda_1se,0.10743574264602199,2695,2224,0.8252319109461966,0.17476808905380337
108,lasso,2982,29,A008,lambda_1se,0.10743574264602199,2695,2182,0.809647495361781,0.19035250463821896
108,lasso,2241,29,A009,lambda_1se,0.10743574264602199,2695,2230,0.8274582560296846,0.1725417439703154
108,lasso,2441,29,A010,lambda_1se,0.10743574264602199,2695,2249,0.8345083487940631,0.1654916512059369
108,lasso,6768,29,A011,lambda_1se,0.10743574264602199,2695,2366,0.8779220779220779,0.12207792207792212
108,lasso,4630,29,A012,lambda_1se,0.10743574264602199,2695,2258,0.837847866419295,0.16215213358070502
108,lasso,2452,29,A013,lambda_1se,0.10743574264602199,2695,2251,0.8352504638218924,0.16474953617810761
108,lasso,2846,29,A014,lambda_1se,0.10743574264602199,2695,2242,0.8319109461966605,0.1680890538033395
108,lasso,8655,29,A015,lambda_1se,0.10743574264602199,2695,2202,0.8170686456400742,0.1829313543599258
108,lasso,4008,29,A016,lambda_1se,0.10743574264602199,2695,2180,0.8089053803339518,0.19109461966604824
108,lasso,6691,29,A017,lambda_1se,0.10743574264602199,2695,2196,0.8148423005565862,0.18515769944341376
108,lasso,4794,29,A018,lambda_1se,0.10743574264602199,2695,2213,0.8211502782931355,0.17884972170686453
108,lasso,4402,29,A019,lambda_1se,0.10743574264602199,2695,2224,0.8252319109461966,0.17476808905380337
108,lasso,258,29,A020,lambda_1se,0.10743574264602199,2695,2200,0.8163265306122449,0.18367346938775508
108,lasso,3755,29,A021,lambda_1se,0.10743574264602199,2695,2288,0.8489795918367347,0.15102040816326534
108,lasso,1582,29,A022,lambda_1se,0.10743574264602199,2695,2221,0.8241187384044527,0.1758812615955473
108,lasso,377,29,A023,lambda_1se,0.10743574264602199,2695,2195,0.8144712430426716,0.1855287569573284
108,lasso,7045,29,A024,lambda_1se,0.10743574264602199,2695,2191,0.812987012987013,0.18701298701298696
108,lasso,1756,29,A025,lambda_1se,0.10743574264602199,2695,2312,0.8578849721706865,0.1421150278293135
108,lasso,2861,29,A026,lambda_1se,0.10743574264602199,2695,2162,0.8022263450834879,0.1977736549165121
108,lasso,6739,29,A027,lambda_1se,0.10743574264602199,2695,2375,0.8812615955473099,0.11873840445269013
108,lasso,3111,29,A028,lambda_1se,0.10743574264602199,2695,2216,0.8222634508348794,0.1777365491651206
108,lasso,5336,29,A029,lambda_1se,0.10743574264602199,2695,2202,0.8170686456400742,0.1829313543599258
108,lasso,6371,29,A030,lambda_1se,0.10743574264602199,2695,2357,0.874582560296846,0.125417439703154
108,lasso,7979,29,A031,lambda_1se,0.10743574264602199,2695,2263,0.8397031539888683,0.1602968460111317
108,lasso,5209,29,A032,lambda_1se,0.10743574264602199,2695,2185,0.8107606679035251,0.18923933209647492
108,lasso,1600,29,A033,lambda_1se,0.10743574264602199,2695,2271,0.8426716141001855,0.15732838589981446
108,lasso,2135,29,A034,lambda_1se,0.10743574264602199,2695,2128,0.7896103896103897,0.21038961038961035
108,lasso,2672,29,A035,lambda_1se,0.10743574264602199,2695,2222,0.8244897959183674,0.17551020408163265
108,lasso,1329,29,A036,lambda_1se,0.10743574264602199,2695,2242,0.8319109461966605,0.1680890538033395
108,lasso,9298,29,A037,lambda_1se,0.10743574264602199,2695,2229,0.82708719851577,0.17291280148423005
108,lasso,7842,29,A038,lambda_1se,0.10743574264602199,2695,2322,0.861595547309833,0.138404452690167
108,lasso,7342,29,A039,lambda_1se,0.10743574264602199,2695,2162,0.8022263450834879,0.1977736549165121
108,lasso,4675,29,A040,lambda_1se,0.10743574264602199,2695,2310,0.8571428571428571,0.1428571428571429
108,lasso,1764,29,A041,lambda_1se,0.10743574264602199,2695,2321,0.8612244897959184,0.13877551020408163
108,lasso,6234,29,A042,lambda_1se,0.10743574264602199,2695,2268,0.8415584415584415,0.1584415584415585
108,lasso,2479,29,A043,lambda_1se,0.10743574264602199,2695,2245,0.8330241187384044,0.16697588126159557
108,lasso,7151,29,A044,lambda_1se,0.10743574264602199,2695,2259,0.8382189239332096,0.16178107606679037
108,lasso,2274,29,A045,lambda_1se,0.10743574264602199,2695,2286,0.8482374768089054,0.15176252319109462
108,lasso,3554,29,A046,lambda_1se,0.10743574264602199,2695,2219,0.8233766233766234,0.17662337662337657
108,lasso,209,29,A047,lambda_1se,0.10743574264602199,2695,2164,0.8029684601113173,0.19703153988868272
108,lasso,4040,29,A048,lambda_1se,0.10743574264602199,2695,2187,0.8115027829313544,0.18849721706864564
108,lasso,1652,29,A049,lambda_1se,0.10743574264602199,2695,2211,0.8204081632653061,0.17959183673469392
108,lasso,4220,29,A050,lambda_1se,0.10743574264602199,2695,2096,0.7777365491651206,0.22226345083487942
108,lasso,7409,29,A051,lambda_1se,0.10743574264602199,2695,2287,0.84860853432282,0.15139146567717998
108,lasso,7072,29,A052,lambda_1se,0.10743574264602199,2695,2299,0.8530612244897959,0.14693877551020407
108,lasso,3073,29,A053,lambda_1se,0.10743574264602199,2695,2255,0.8367346938775511,0.16326530612244894
108,lasso,5837,29,A054,lambda_1se,0.10743574264602199,2695,2219,0.8233766233766234,0.17662337662337657
108,lasso,1399,29,A055,lambda_1se,0.10743574264602199,2695,2179,0.8085343228200371,0.19146567717996288
108,lasso,6100,29,A056,lambda_1se,0.10743574264602199,2695,2083,0.77291280148423,0.22708719851576997
108,lasso,8860,29,A057,lambda_1se,0.10743574264602199,2695,2282,0.8467532467532467,0.1532467532467533
108,lasso,5418,29,A058,lambda_1se,0.10743574264602199,2695,2223,0.824860853432282,0.175139146567718
108,lasso,5268,29,A059,lambda_1se,0.10743574264602199,2695,2294,0.8512059369202226,0.14879406307977738
108,lasso,9753,29,A060,lambda_1se,0.10743574264602199,2695,2195,0.8144712430426716,0.1855287569573284
108,lasso,6000,29,A061,lambda_1se,0.10743574264602199,2695,2277,0.8448979591836735,0.1551020408163265
108,lasso,5133,29,A062,lambda_1se,0.10743574264602199,2695,2270,0.8423005565862709,0.1576994434137291
108,lasso,9591,29,A063,lambda_1se,0.10743574264602199,2695,2146,0.7962894248608534,0.2037105751391466
108,lasso,4906,29,A064,lambda_1se,0.10743574264602199,2695,2042,0.7576994434137291,0.24230055658627092
108,lasso,5601,29,A065,lambda_1se,0.10743574264602199,2695,2388,0.8860853432282003,0.11391465677179968
108,lasso,5992,29,A066,lambda_1se,0.10743574264602199,2695,2235,0.8293135435992579,0.1706864564007421
108,lasso,1502,29,A067,lambda_1se,0.10743574264602199,2695,2296,0.8519480519480519,0.1480519480519481
108,lasso,331,29,A068,lambda_1se,0.10743574264602199,2695,2186,0.8111317254174397,0.18886827458256028
108,lasso,5696,29,A069,lambda_1se,0.10743574264602199,2695,2231,0.8278293135435992,0.17217068645640077
108,lasso,562,29,A070,lambda_1se,0.10743574264602199,2695,2069,0.7677179962894248,0.23228200371057517
108,lasso,2356,29,A071,lambda_1se,0.10743574264602199,2695,2297,0.8523191094619667,0.14768089053803335
108,lasso,2621,29,A072,lambda_1se,0.10743574264602199,2695,2264,0.8400742115027829,0.15992578849721706
108,lasso,2908,29,A073,lambda_1se,0.10743574264602199,2695,2234,0.8289424860853433,0.17105751391465673
108,lasso,5448,29,A074,lambda_1se,0.10743574264602199,2695,2180,0.8089053803339518,0.19109461966604824
108,lasso,7185,29,A075,lambda_1se,0.10743574264602199,2695,2256,0.8371057513914657,0.1628942486085343
108,lasso,7864,29,A076,lambda_1se,0.10743574264602199,2695,2317,0.8597402597402597,0.1402597402597403
108,lasso,9008,29,A077,lambda_1se,0.10743574264602199,2695,2190,0.8126159554730983,0.18738404452690172
108,lasso,1814,29,A078,lambda_1se,0.10743574264602199,2695,2282,0.8467532467532467,0.1532467532467533
108,lasso,9347,29,A079,lambda_1se,0.10743574264602199,2695,2144,0.7955473098330241,0.20445269016697587
108,lasso,2588,29,A080,lambda_1se,0.10743574264602199,2695,2243,0.8322820037105751,0.16771799628942485
108,lasso,4943,29,A081,lambda_1se,0.10743574264602199,2695,2264,0.8400742115027829,0.15992578849721706
108,lasso,1834,29,A082,lambda_1se,0.10743574264602199,2695,2229,0.82708719851577,0.17291280148423005
108,lasso,9128,29,A083,lambda_1se,0.10743574264602199,2695,2201,0.8166975881261596,0.18330241187384044
108,lasso,2608,29,A084,lambda_1se,0.10743574264602199,2695,2219,0.8233766233766234,0.17662337662337657
108,lasso,4647,29,A085,lambda_1se,0.10743574264602199,2695,2192,0.8133580705009277,0.18664192949907232
108,lasso,1398,29,A086,lambda_1se,0.10743574264602199,2695,2074,0.7695732838589981,0.23042671614100185
108,lasso,7895,29,A087,lambda_1se,0.10743574264602199,2695,2281,0.8463821892393321,0.15361781076066794
108,lasso,3257,29,A088,lambda_1se,0.10743574264602199,2695,2253,0.8359925788497217,0.16400742115027833
108,lasso,2460,29,A089,lambda_1se,0.10743574264602199,2695,2116,0.7851576994434137,0.21484230055658626
108,lasso,7944,29,A090,lambda_1se,0.10743574264602199,2695,2317,0.8597402597402597,0.1402597402597403
108,lasso,4063,29,A091,lambda_1se,0.10743574264602199,2695,2098,0.7784786641929499,0.22152133580705013
108,lasso,9795,29,A092,lambda_1se,0.10743574264602199,2695,2176,0.8074211502782931,0.1925788497217069
108,lasso,2428,29,A093,lambda_1se,0.10743574264602199,2695,2237,0.8300556586270872,0.1699443413729128
108,lasso,8666,29,A094,lambda_1se,0.10743574264602199,2695,2031,0.7536178107606679,0.24638218923933208
108,lasso,3604,29,A095,lambda_1se,0.10743574264602199,2695,2195,0.8144712430426716,0.1855287569573284
108,lasso,635,29,A096,lambda_1se,0.10743574264602199,2695,2219,0.8233766233766234,0.17662337662337657
108,lasso,8970,29,A097,lambda_1se,0.10743574264602199,2695,2147,0.796660482374768,0.20333951762523195
108,lasso,8706,29,A098,lambda_1se,0.10743574264602199,2695,2236,0.8296846011131725,0.17031539888682745
108,lasso,8542,29,A099,lambda_1se,0.10743574264602199,2695,2295,0.8515769944341373,0.14842300556586274
108,lasso,7247,29,A100,lambda_1se,0.10743574264602199,2695,2265,0.8404452690166976,0.15955473098330242
540,lasso,7848,48,B001,lambda_1se,0.01562875392444836,2695,2393,0.8879406307977736,0.11205936920222637
540,lasso,7591,48,B002,lambda_1se,0.01562875392444836,2695,2369,0.8790352504638219,0.12096474953617808
540,lasso,4006,48,B003,lambda_1se,0.01562875392444836,2695,2374,0.8808905380333952,0.11910946196660477
540,lasso,7429,48,B004,lambda_1se,0.01562875392444836,2695,2389,0.8864564007421151,0.11354359925788493
540,lasso,6336,48,B005,lambda_1se,0.01562875392444836,2695,2349,0.8716141001855288,0.12838589981447124
540,lasso,4759,48,B006,lambda_1se,0.01562875392444836,2695,2393,0.8879406307977736,0.11205936920222637
