training_size,trial_i,rf_mtry,rf_ntree,rf_replace,trial_seed,total,correct,accuracy,misclassification,trial_run,seed
108.0,4,10,100.0,TRUE,40903,2587,2283,0.8824893699265559,0.11751063007344409,4,40903
540.0,4,10,100.0,TRUE,20526,2155,1985,0.9211136890951276,0.07888631090487241,4,20526
1347.0,4,10,100.0,TRUE,88317,1348,1239,0.9191394658753709,0.08086053412462912,4,88317
108.0,5,10,100.0,TRUE,89876,2587,2282,0.8821028218013143,0.11789717819868573,5,89876
540.0,5,10,100.0,TRUE,43144,2155,2001,0.928538283062645,0.07146171693735504,5,43144
1347.0,5,10,100.0,TRUE,91627,1348,1261,0.935459940652819,0.06454005934718099,5,91627
108.0,6,10,100.0,TRUE,48072,2587,2195,0.8484731349052957,0.15152686509470426,6,48072
540.0,6,10,100.0,TRUE,76616,2155,1965,0.9118329466357309,0.08816705336426911,6,76616
1347.0,6,10,100.0,TRUE,29345,1348,1255,0.9310089020771514,0.06899109792284863,6,29345
108.0,7,10,100.0,TRUE,60175,2587,2230,0.8620023192887515,0.13799768071124852,7,60175
540.0,7,10,100.0,TRUE,57810,2155,1956,0.9076566125290023,0.09234338747099768,7,57810
1347.0,7,10,100.0,TRUE,10512,1348,1247,0.9250741839762612,0.07492581602373882,7,10512
108.0,8,10,100.0,TRUE,71902,2587,2227,0.8608426749130267,0.13915732508697332,8,71902
540.0,8,10,100.0,TRUE,59935,2155,1963,0.9109048723897912,0.08909512761020877,8,59935
1347.0,8,10,100.0,TRUE,33094,1348,1245,0.9235905044510386,0.07640949554896137,8,33094
108.0,9,10,100.0,TRUE,40127,2587,2285,0.8832624661770391,0.11673753382296093,9,40127
540.0,9,10,100.0,TRUE,99444,2155,1979,0.9183294663573086,0.08167053364269139,9,99444
1347.0,9,10,100.0,TRUE,69099,1348,1255,0.9310089020771514,0.06899109792284863,9,69099
108.0,10,10,100.0,TRUE,9616,2587,2307,0.8917665249323541,0.10823347506764591,10,9616
540.0,10,10,100.0,TRUE,38831,2155,1974,0.9160092807424594,0.08399071925754065,10,38831
1347.0,10,10,100.0,TRUE,8675,1348,1244,0.9228486646884273,0.0771513353115727,10,8675
108.0,11,10,100.0,TRUE,46487,2587,2274,0.8790104367993815,0.12098956320061849,11,46487
540.0,11,10,100.0,TRUE,29147,2155,1986,0.9215777262180974,0.07842227378190259,11,29147
1347.0,11,10,100.0,TRUE,97013,1348,1255,0.9310089020771514,0.06899109792284863,11,97013
108.0,12,10,100.0,TRUE,68716,2587,2188,0.8457672980286045,0.1542327019713955,12,68716
540.0,12,10,100.0,TRUE,99663,2155,1966,0.9122969837587007,0.08770301624129928,12,99663
1347.0,12,10,100.0,TRUE,83642,1348,1244,0.9228486646884273,0.0771513353115727,12,83642
108.0,13,10,100.0,TRUE,57074,2587,2266,0.8759180517974487,0.12408194820255125,13,57074
540.0,13,10,100.0,TRUE,99654,2155,1974,0.9160092807424594,0.08399071925754065,13,99654
1347.0,13,10,100.0,TRUE,72919,1348,1264,0.9376854599406528,0.06231454005934722,13,72919
108.0,14,10,100.0,TRUE,80864,2587,2270,0.8774642442984152,0.12253575570158481,14,80864
540.0,14,10,100.0,TRUE,25937,2155,1959,0.9090487238979118,0.0909512761020882,14,25937
1347.0,14,10,100.0,TRUE,39376,1348,1255,0.9310089020771514,0.06899109792284863,14,39376
108.0,15,10,100.0,TRUE,71496,2587,2156,0.8333977580208736,0.16660224197912643,15,71496
540.0,15,10,100.0,TRUE,20076,2155,1981,0.9192575406032483,0.08074245939675173,15,20076
1347.0,15,10,100.0,TRUE,42979,1348,1238,0.9183976261127597,0.08160237388724034,15,42979
108.0,16,10,100.0,TRUE,93942,2587,2258,0.872825666795516,0.127174333204484,16,93942
540.0,16,10,100.0,TRUE,55663,2155,1957,0.9081206496519721,0.09187935034802786,16,55663
1347.0,16,10,100.0,TRUE,77002,1348,1272,0.9436201780415431,0.05637982195845692,16,77002
108.0,17,10,100.0,TRUE,63285,2587,2193,0.8477000386548125,0.15229996134518753,17,63285
540.0,17,10,100.0,TRUE,39348,2155,1959,0.9090487238979118,0.0909512761020882,17,39348
1347.0,17,10,100.0,TRUE,62693,1348,1255,0.9310089020771514,0.06899109792284863,17,62693
108.0,18,10,100.0,TRUE,23763,2587,2266,0.8759180517974487,0.12408194820255125,18,23763
540.0,18,10,100.0,TRUE,78428,2155,1961,0.9099767981438515,0.09002320185614854,18,78428
1347.0,18,10,100.0,TRUE,49545,1348,1260,0.9347181008902077,0.06528189910979232,18,49545
108.0,19,10,100.0,TRUE,19846,2587,2269,0.8770776961731735,0.12292230382682645,19,19846
540.0,19,10,100.0,TRUE,61836,2155,1957,0.9081206496519721,0.09187935034802786,19,61836
1347.0,19,10,100.0,TRUE,99952,1348,1258,0.9332344213649851,0.06676557863501487,19,99952
108.0,20,10,100.0,TRUE,78502,2587,2226,0.860456126787785,0.13954387321221495,20,78502
540.0,20,10,100.0,TRUE,42420,2155,1988,0.9225058004640371,0.07749419953596293,20,42420
1347.0,20,10,100.0,TRUE,18717,1348,1258,0.9332344213649851,0.06676557863501487,20,18717
108.0,21,10,100.0,TRUE,53770,2587,2270,0.8774642442984152,0.12253575570158481,21,53770
540.0,21,10,100.0,TRUE,27618,2155,1968,0.9132250580046404,0.08677494199535962,21,27618
1347.0,21,10,100.0,TRUE,71058,1348,1252,0.9287833827893175,0.07121661721068251,21,71058
108.0,22,10,100.0,TRUE,40787,2587,2254,0.8712794742945497,0.12872052570545034,22,40787
540.0,22,10,100.0,TRUE,41394,2155,1975,0.9164733178654292,0.08352668213457082,22,41394
1347.0,22,10,100.0,TRUE,10061,1348,1256,0.9317507418397626,0.06824925816023741,22,10061
108.0,23,10,100.0,TRUE,29572,2587,2239,0.8654812524159258,0.13451874758407423,23,29572
540.0,23,10,100.0,TRUE,66930,2155,1974,0.9160092807424594,0.08399071925754065,23,66930
1347.0,23,10,100.0,TRUE,8245,1348,1251,0.9280415430267063,0.07195845697329373,23,8245
108.0,24,10,100.0,TRUE,61575,2587,2241,0.8662543486664089,0.13374565133359106,24,61575
540.0,24,10,100.0,TRUE,32000,2155,1973,0.9155452436194895,0.08445475638051048,24,32000
1347.0,24,10,100.0,TRUE,89130,1348,1253,0.9295252225519288,0.07047477744807118,24,89130
108.0,25,10,100.0,TRUE,34443,2587,2275,0.8793969849246231,0.12060301507537685,25,34443
540.0,25,10,100.0,TRUE,91739,2155,1976,0.9169373549883991,0.08306264501160088,25,91739
1347.0,25,10,100.0,TRUE,2872,1348,1262,0.9362017804154302,0.06379821958456977,25,2872
108.0,26,10,100.0,TRUE,50372,2587,2171,0.8391959798994975,0.16080402010050254,26,50372
540.0,26,10,100.0,TRUE,15017,2155,1975,0.9164733178654292,0.08352668213457082,26,15017
1347.0,26,10,100.0,TRUE,72290,1348,1266,0.9391691394658753,0.060830860534124676,26,72290
108.0,27,10,100.0,TRUE,4851,2587,2200,0.8504058755315037,0.1495941244684963,27,4851
540.0,27,10,100.0,TRUE,33270,2155,1982,0.9197215777262181,0.0802784222737819,27,33270
1347.0,27,10,100.0,TRUE,96117,1348,1265,0.9384272997032641,0.061572700296735894,27,96117
108.0,28,10,100.0,TRUE,98648,2587,2252,0.8705063780440665,0.1294936219559335,28,98648
540.0,28,10,100.0,TRUE,39899,2155,1976,0.9169373549883991,0.08306264501160088,28,39899
1347.0,28,10,100.0,TRUE,86256,1348,1246,0.9243323442136498,0.07566765578635015,28,86256
108.0,29,10,100.0,TRUE,39997,2587,2223,0.8592964824120602,0.14070351758793975,29,39997
540.0,29,10,100.0,TRUE,22125,2155,1959,0.9090487238979118,0.0909512761020882,29,22125
1347.0,29,10,100.0,TRUE,94579,1348,1250,0.9272997032640949,0.07270029673590506,29,94579
108.0,30,10,100.0,TRUE,80405,2587,2207,0.8531117124081948,0.14688828759180517,30,80405
540.0,30,10,100.0,TRUE,2771,2155,1979,0.9183294663573086,0.08167053364269139,30,2771
1347.0,30,10,100.0,TRUE,16950,1348,1253,0.9295252225519288,0.07047477744807118,30,16950
108.0,31,10,100.0,TRUE,31892,2587,2304,0.8906068805566293,0.10939311944337071,31,31892
540.0,31,10,100.0,TRUE,6060,2155,1971,0.9146171693735499,0.08538283062645013,31,6060
1347.0,31,10,100.0,TRUE,21893,1348,1253,0.9295252225519288,0.07047477744807118,31,21893
108.0,32,10,100.0,TRUE,72867,2587,2279,0.8809431774255895,0.11905682257441053,32,72867
540.0,32,10,100.0,TRUE,26059,2155,1985,0.9211136890951276,0.07888631090487241,32,26059
1347.0,32,10,100.0,TRUE,46740,1348,1241,0.9206231454005934,0.07937685459940658,32,46740
108.0,33,10,100.0,TRUE,58116,2587,2239,0.8654812524159258,0.13451874758407423,33,58116
540.0,33,10,100.0,TRUE,58463,2155,1980,0.9187935034802784,0.08120649651972156,33,58463
1347.0,33,10,100.0,TRUE,59419,1348,1257,0.9324925816023739,0.06750741839762608,33,59419
108.0,34,10,100.0,TRUE,42825,2587,2305,0.8909934286818709,0.10900657131812908,34,42825
540.0,34,10,100.0,TRUE,17537,2155,1951,0.9053364269141532,0.09466357308584683,34,17537
1347.0,34,10,100.0,TRUE,61387,1348,1268,0.9406528189910979,0.05934718100890213,34,61387
108.0,35,10,100.0,TRUE,43625,2587,2295,0.887127947429455,0.112872052570545,35,43625
540.0,35,10,100.0,TRUE,26392,2155,1957,0.9081206496519721,0.09187935034802786,35,26392
1347.0,35,10,100.0,TRUE,28064,1348,1242,0.9213649851632048,0.07863501483679525,35,28064
108.0,36,10,100.0,TRUE,77683,2587,2280,0.8813297255508311,0.11867027444916889,36,77683
540.0,36,10,100.0,TRUE,53733,2155,1986,0.9215777262180974,0.07842227378190259,36,53733
1347.0,36,10,100.0,TRUE,45198,1348,1258,0.9332344213649851,0.06676557863501487,36,45198
108.0,37,10,100.0,TRUE,76147,2587,2309,0.8925396211828373,0.10746037881716275,37,76147
540.0,37,10,100.0,TRUE,32550,2155,1980,0.9187935034802784,0.08120649651972156,37,32550
1347.0,37,10,100.0,TRUE,15137,1348,1242,0.9213649851632048,0.07863501483679525,37,15137
108.0,38,10,100.0,TRUE,84846,2587,2273,0.87862388867414,0.12137611132586001,38,84846
540.0,38,10,100.0,TRUE,83803,2155,1965,0.9118329466357309,0.08816705336426911,38,83803
1347.0,38,10,100.0,TRUE,84394,1348,1246,0.9243323442136498,0.07566765578635015,38,84394
108.0,39,10,100.0,TRUE,2990,2587,2203,0.8515655199072284,0.1484344800927716,39,2990
540.0,39,10,100.0,TRUE,13313,2155,1979,0.9183294663573086,0.08167053364269139,39,13313
1347.0,39,10,100.0,TRUE,76039,1348,1264,0.9376854599406528,0.06231454005934722,39,76039
108.0,40,10,100.0,TRUE,58686,2587,2220,0.8581368380363356,0.14186316196366444,40,58686
540.0,40,10,100.0,TRUE,74479,2155,1956,0.9076566125290023,0.09234338747099768,40,74479
1347.0,40,10,100.0,TRUE,39859,1348,1253,0.9295252225519288,0.07047477744807118,40,39859
108.0,41,10,100.0,TRUE,71424,2587,2265,0.8755315036722072,0.12446849632779278,41,71424
540.0,41,10,100.0,TRUE,89640,2155,1950,0.9048723897911833,0.09512761020881666,41,89640
1347.0,41,10,100.0,TRUE,19438,1348,1245,0.9235905044510386,0.07640949554896137,41,19438
108.0,42,10,100.0,TRUE,6275,2587,2304,0.8906068805566293,0.10939311944337071,42,6275
540.0,42,10,100.0,TRUE,47799,2155,1988,0.9225058004640371,0.07749419953596293,42,47799
1347.0,42,10,100.0,TRUE,14820,1348,1269,0.9413946587537092,0.0586053412462908,42,14820
108.0,43,10,100.0,TRUE,24700,2587,2240,0.8658678005411674,0.1341321994588326,43,24700
540.0,43,10,100.0,TRUE,42310,2155,1970,0.91415313225058,0.08584686774941996,43,42310
1347.0,43,10,100.0,TRUE,6750,1348,1263,0.9369436201780416,0.06305637982195844,43,6750
108.0,44,10,100.0,TRUE,95732,2587,2243,0.8670274449168921,0.1329725550831079,44,95732
540.0,44,10,100.0,TRUE,99213,2155,1970,0.91415313225058,0.08584686774941996,44,99213
1347.0,44,10,100.0,TRUE,59894,1348,1260,0.9347181008902077,0.06528189910979232,44,59894
108.0,45,10,100.0,TRUE,83163,2587,2301,0.8894472361809045,0.11055276381909551,45,83163
540.0,45,10,100.0,TRUE,10562,2155,1972,0.9150812064965197,0.0849187935034803,45,10562
1347.0,45,10,100.0,TRUE,5380,1348,1248,0.9258160237388724,0.0741839762611276,45,5380
108.0,46,10,100.0,TRUE,42760,2587,2314,0.8944723618090452,0.10552763819095479,46,42760
540.0,46,10,100.0,TRUE,6151,2155,1962,0.9104408352668213,0.08955916473317871,46,6151
1347.0,46,10,100.0,TRUE,65626,1348,1248,0.9258160237388724,0.0741839762611276,46,65626
108.0,47,10,100.0,TRUE,40583,2587,2255,0.8716660224197913,0.1283339775802087,47,40583
540.0,47,10,100.0,TRUE,88764,2155,1972,0.9150812064965197,0.0849187935034803,47,88764
1347.0,47,10,100.0,TRUE,40552,1348,1271,0.9428783382789317,0.05712166172106825,47,40552
108.0,48,10,100.0,TRUE,21575,2587,2236,0.864321608040201,0.13567839195979903,48,21575
540.0,48,10,100.0,TRUE,85873,2155,1974,0.9160092807424594,0.08399071925754065,48,85873
1347.0,48,10,100.0,TRUE,27175,1348,1248,0.9258160237388724,0.0741839762611276,48,27175
108.0,49,10,100.0,TRUE,38328,2587,2215,0.8562040974101276,0.1437959025898724,49,38328
540.0,49,10,100.0,TRUE,38112,2155,1963,0.9109048723897912,0.08909512761020877,49,38112
1347.0,49,10,100.0,TRUE,19802,1348,1254,0.93026706231454,0.06973293768545996,49,19802
108.0,50,10,100.0,TRUE,29223,2587,2239,0.8654812524159258,0.13451874758407423,50,29223
540.0,50,10,100.0,TRUE,5927,2155,1984,0.9206496519721578,0.07935034802784224,50,5927
1347.0,50,10,100.0,TRUE,3663,1348,1260,0.9347181008902077,0.06528189910979232,50,3663
108.0,51,10,100.0,TRUE,55355,2587,2269,0.8770776961731735,0.12292230382682645,51,55355
540.0,51,10,100.0,TRUE,53990,2155,1978,0.9178654292343388,0.08213457076566122,51,53990
1347.0,51,10,100.0,TRUE,58814,1348,1259,0.9339762611275965,0.06602373887240354,51,58814
108.0,52,10,100.0,TRUE,10017,2587,2264,0.8751449555469656,0.12485504445303441,52,10017
540.0,52,10,100.0,TRUE,31925,2155,1950,0.9048723897911833,0.09512761020881666,52,31925
1347.0,52,10,100.0,TRUE,7371,1348,1244,0.9228486646884273,0.0771513353115727,52,7371
108.0,53,10,100.0,TRUE,80776,2587,2311,0.8933127174333204,0.10668728256667959,53,80776
540.0,53,10,100.0,TRUE,9865,2155,1960,0.9095127610208816,0.09048723897911837,53,9865
1347.0,53,10,100.0,TRUE,42801,1348,1261,0.935459940652819,0.06454005934718099,53,42801
108.0,54,10,100.0,TRUE,48393,2587,2265,0.8755315036722072,0.12446849632779278,54,48393
540.0,54,10,100.0,TRUE,23962,2155,1973,0.9155452436194895,0.08445475638051048,54,23962
1347.0,54,10,100.0,TRUE,95075,1348,1236,0.9169139465875371,0.08308605341246289,54,95075
108.0,55,10,100.0,TRUE,87344,2587,2299,0.8886741399304213,0.11132586006957867,55,87344
540.0,55,10,100.0,TRUE,13451,2155,1972,0.9150812064965197,0.0849187935034803,55,13451
1347.0,55,10,100.0,TRUE,50965,1348,1241,0.9206231454005934,0.07937685459940658,55,50965
108.0,56,10,100.0,TRUE,8612,2587,2262,0.8743718592964824,0.12562814070351758,56,8612
540.0,56,10,100.0,TRUE,79881,2155,1977,0.917401392111369,0.08259860788863105,56,79881
1347.0,56,10,100.0,TRUE,31887,1348,1257,0.9324925816023739,0.06750741839762608,56,31887
108.0,57,10,100.0,TRUE,20744,2587,2270,0.8774642442984152,0.12253575570158481,57,20744
540.0,57,10,100.0,TRUE,51157,2155,1974,0.9160092807424594,0.08399071925754065,57,51157
1347.0,57,10,100.0,TRUE,18193,1348,1246,0.9243323442136498,0.07566765578635015,57,18193
108.0,58,10,100.0,TRUE,43582,2587,2269,0.8770776961731735,0.12292230382682645,58,43582
540.0,58,10,100.0,TRUE,52489,2155,1990,0.9234338747099768,0.07656612529002316,58,52489
1347.0,58,10,100.0,TRUE,68661,1348,1247,0.9250741839762612,0.07492581602373882,58,68661
108.0,59,10,100.0,TRUE,86343,2587,2200,0.8504058755315037,0.1495941244684963,59,86343
540.0,59,10,100.0,TRUE,16677,2155,1974,0.9160092807424594,0.08399071925754065,59,16677
1347.0,59,10,100.0,TRUE,45700,1348,1255,0.9310089020771514,0.06899109792284863,59,45700
108.0,60,10,100.0,TRUE,6685,2587,2244,0.8674139930421337,0.13258600695786626,60,6685
540.0,60,10,100.0,TRUE,722,2155,1976,0.9169373549883991,0.08306264501160088,60,722
1347.0,60,10,100.0,TRUE,97861,1348,1254,0.93026706231454,0.06973293768545996,60,97861
108.0,61,10,100.0,TRUE,33802,2587,2280,0.8813297255508311,0.11867027444916889,61,33802
540.0,61,10,100.0,TRUE,38131,2155,1976,0.9169373549883991,0.08306264501160088,61,38131
1347.0,61,10,100.0,TRUE,55366,1348,1250,0.9272997032640949,0.07270029673590506,61,55366
108.0,62,10,100.0,TRUE,17718,2587,2296,0.8875144955546965,0.11248550444530347,62,17718
540.0,62,10,100.0,TRUE,5014,2155,1975,0.9164733178654292,0.08352668213457082,62,5014
1347.0,62,10,100.0,TRUE,31234,1348,1258,0.9332344213649851,0.06676557863501487,62,31234
108.0,63,10,100.0,TRUE,90427,2587,2253,0.870892926169308,0.12910707383069198,63,90427
540.0,63,10,100.0,TRUE,93271,2155,1986,0.9215777262180974,0.07842227378190259,63,93271
1347.0,63,10,100.0,TRUE,12360,1348,1250,0.9272997032640949,0.07270029673590506,63,12360
108.0,64,10,100.0,TRUE,22057,2587,2254,0.8712794742945497,0.12872052570545034,64,22057
540.0,64,10,100.0,TRUE,6538,2155,1963,0.9109048723897912,0.08909512761020877,64,6538
1347.0,64,10,100.0,TRUE,58704,1348,1269,0.9413946587537092,0.0586053412462908,64,58704
108.0,65,10,100.0,TRUE,89750,2587,2265,0.8755315036722072,0.12446849632779278,65,89750
540.0,65,10,100.0,TRUE,15836,2155,1983,0.9201856148491879,0.07981438515081207,65,15836
1347.0,65,10,100.0,TRUE,38951,1348,1248,0.9258160237388724,0.0741839762611276,65,38951
108.0,66,10,100.0,TRUE,62634,2587,2231,0.862388867413993,0.137611132586007,66,62634
540.0,66,10,100.0,TRUE,90419,2155,1977,0.917401392111369,0.08259860788863105,66,90419
1347.0,66,10,100.0,TRUE,57904,1348,1247,0.9250741839762612,0.07492581602373882,66,57904
108.0,67,10,100.0,TRUE,27462,2587,2267,0.8763045999226904,0.12369540007730961,67,27462
540.0,67,10,100.0,TRUE,86483,2155,1981,0.9192575406032483,0.08074245939675173,67,86483
1347.0,67,10,100.0,TRUE,64,1348,1240,0.9198813056379822,0.0801186943620178,67,64
108.0,68,10,100.0,TRUE,29199,2587,2270,0.8774642442984152,0.12253575570158481,68,29199
540.0,68,10,100.0,TRUE,8542,2155,1960,0.9095127610208816,0.09048723897911837,68,8542
1347.0,68,10,100.0,TRUE,90217,1348,1266,0.9391691394658753,0.060830860534124676,68,90217
108.0,69,10,100.0,TRUE,53994,2587,2266,0.8759180517974487,0.12408194820255125,69,53994
540.0,69,10,100.0,TRUE,97998,2155,1979,0.9183294663573086,0.08167053364269139,69,97998
1347.0,69,10,100.0,TRUE,55982,1348,1247,0.9250741839762612,0.07492581602373882,69,55982
108.0,70,10,100.0,TRUE,42788,2587,2255,0.8716660224197913,0.1283339775802087,70,42788
540.0,70,10,100.0,TRUE,60128,2155,1966,0.9122969837587007,0.08770301624129928,70,60128
1347.0,70,10,100.0,TRUE,79985,1348,1259,0.9339762611275965,0.06602373887240354,70,79985
108.0,71,10,100.0,TRUE,81184,2587,2232,0.8627754155392346,0.13722458446076535,71,81184
540.0,71,10,100.0,TRUE,98183,2155,1968,0.9132250580046404,0.08677494199535962,71,98183
1347.0,71,10,100.0,TRUE,33387,1348,1269,0.9413946587537092,0.0586053412462908,71,33387
108.0,72,10,100.0,TRUE,9678,2587,2278,0.880556629300348,0.11944337069965205,72,9678
540.0,72,10,100.0,TRUE,50353,2155,1978,0.9178654292343388,0.08213457076566122,72,50353
1347.0,72,10,100.0,TRUE,11441,1348,1250,0.9272997032640949,0.07270029673590506,72,11441
108.0,73,10,100.0,TRUE,44066,2587,2230,0.8620023192887515,0.13799768071124852,73,44066
540.0,73,10,100.0,TRUE,79537,2155,1983,0.9201856148491879,0.07981438515081207,73,79537
1347.0,73,10,100.0,TRUE,32625,1348,1258,0.9332344213649851,0.06676557863501487,73,32625
108.0,74,10,100.0,TRUE,165,2587,2195,0.8484731349052957,0.15152686509470426,74,165
540.0,74,10,100.0,TRUE,93986,2155,1996,0.9262180974477958,0.07378190255220418,74,93986
1347.0,74,10,100.0,TRUE,27303,1348,1233,0.9146884272997032,0.08531157270029677,74,27303
108.0,75,10,100.0,TRUE,68543,2587,2281,0.8817162736760726,0.11828372632392736,75,68543
540.0,75,10,100.0,TRUE,96702,2155,1987,0.9220417633410672,0.07795823665893276,75,96702
1347.0,75,10,100.0,TRUE,35641,1348,1251,0.9280415430267063,0.07195845697329373,75,35641
108.0,76,10,100.0,TRUE,59780,2587,2286,0.8836490143022806,0.1163509856977194,76,59780
540.0,76,10,100.0,TRUE,23929,2155,1978,0.9178654292343388,0.08213457076566122,76,23929
1347.0,76,10,100.0,TRUE,65407,1348,1253,0.9295252225519288,0.07047477744807118,76,65407
108.0,77,10,100.0,TRUE,87334,2587,2223,0.8592964824120602,0.14070351758793975,77,87334
540.0,77,10,100.0,TRUE,88583,2155,1964,0.9113689095127611,0.08863109048723894,77,88583
1347.0,77,10,100.0,TRUE,58178,1348,1270,0.9421364985163204,0.05786350148367958,77,58178
108.0,78,10,100.0,TRUE,99938,2587,2265,0.8755315036722072,0.12446849632779278,78,99938
540.0,78,10,100.0,TRUE,21525,2155,1970,0.91415313225058,0.08584686774941996,78,21525
1347.0,78,10,100.0,TRUE,84605,1348,1243,0.922106824925816,0.07789317507418403,78,84605
108.0,79,10,100.0,TRUE,91922,2587,2268,0.876691148047932,0.12330885195206798,79,91922
540.0,79,10,100.0,TRUE,39708,2155,1974,0.9160092807424594,0.08399071925754065,79,39708
1347.0,79,10,100.0,TRUE,57094,1348,1258,0.9332344213649851,0.06676557863501487,79,57094
108.0,80,10,100.0,TRUE,81243,2587,2219,0.8577502899110939,0.14224971008890608,80,81243
540.0,80,10,100.0,TRUE,55876,2155,1999,0.9276102088167053,0.0723897911832947,80,55876
1347.0,80,10,100.0,TRUE,45430,1348,1246,0.9243323442136498,0.07566765578635015,80,45430
108.0,81,10,100.0,TRUE,73815,2587,2280,0.8813297255508311,0.11867027444916889,81,73815
540.0,81,10,100.0,TRUE,60177,2155,1969,0.9136890951276102,0.0863109048723898,81,60177
1347.0,81,10,100.0,TRUE,10383,1348,1242,0.9213649851632048,0.07863501483679525,81,10383
108.0,82,10,100.0,TRUE,63852,2587,2237,0.8647081561654426,0.1352918438345574,82,63852
540.0,82,10,100.0,TRUE,76094,2155,1976,0.9169373549883991,0.08306264501160088,82,76094
1347.0,82,10,100.0,TRUE,9710,1348,1273,0.9443620178041543,0.0556379821958457,82,9710
108.0,83,10,100.0,TRUE,26158,2587,2173,0.8399690761499806,0.16003092385001938,83,26158
540.0,83,10,100.0,TRUE,42185,2155,1984,0.9206496519721578,0.07935034802784224,83,42185
1347.0,83,10,100.0,TRUE,41692,1348,1248,0.9258160237388724,0.0741839762611276,83,41692
108.0,84,10,100.0,TRUE,20140,2587,2245,0.8678005411673754,0.13219945883262463,84,20140
540.0,84,10,100.0,TRUE,96690,2155,1971,0.9146171693735499,0.08538283062645013,84,96690
1347.0,84,10,100.0,TRUE,60431,1348,1256,0.9317507418397626,0.06824925816023741,84,60431
108.0,85,10,100.0,TRUE,4502,2587,2248,0.8689601855431001,0.13103981445689994,85,4502
540.0,85,10,100.0,TRUE,81459,2155,1965,0.9118329466357309,0.08816705336426911,85,81459
1347.0,85,10,100.0,TRUE,42438,1348,1257,0.9324925816023739,0.06750741839762608,85,42438
108.0,86,10,100.0,TRUE,58762,2587,2143,0.8283726323927328,0.17162736760726716,86,58762
540.0,86,10,100.0,TRUE,81569,2155,1966,0.9122969837587007,0.08770301624129928,86,81569
1347.0,86,10,100.0,TRUE,27892,1348,1262,0.9362017804154302,0.06379821958456977,86,27892
108.0,87,10,100.0,TRUE,36532,2587,2274,0.8790104367993815,0.12098956320061849,87,36532
540.0,87,10,100.0,TRUE,40434,2155,1976,0.9169373549883991,0.08306264501160088,87,40434
1347.0,87,10,100.0,TRUE,99189,1348,1252,0.9287833827893175,0.07121661721068251,87,99189
108.0,88,10,100.0,TRUE,17830,2587,2265,0.8755315036722072,0.12446849632779278,88,17830
540.0,88,10,100.0,TRUE,32420,2155,1972,0.9150812064965197,0.0849187935034803,88,32420
1347.0,88,10,100.0,TRUE,80594,1348,1255,0.9310089020771514,0.06899109792284863,88,80594
108.0,89,10,100.0,TRUE,98705,2587,2252,0.8705063780440665,0.1294936219559335,89,98705
540.0,89,10,100.0,TRUE,9802,2155,1975,0.9164733178654292,0.08352668213457082,89,9802
1347.0,89,10,100.0,TRUE,28200,1348,1244,0.9228486646884273,0.0771513353115727,89,28200
108.0,90,10,100.0,TRUE,3748,2587,2270,0.8774642442984152,0.12253575570158481,90,3748
540.0,90,10,100.0,TRUE,71129,2155,1971,0.9146171693735499,0.08538283062645013,90,71129
1347.0,90,10,100.0,TRUE,93147,1348,1249,0.9265578635014837,0.07344213649851628,90,93147
108.0,91,10,100.0,TRUE,46012,2587,2174,0.8403556242752223,0.15964437572477774,91,46012
540.0,91,10,100.0,TRUE,14626,2155,1998,0.9271461716937355,0.07285382830626452,91,14626
1347.0,91,10,100.0,TRUE,88041,1348,1250,0.9272997032640949,0.07270029673590506,91,88041
108.0,92,10,100.0,TRUE,27936,2587,2281,0.8817162736760726,0.11828372632392736,92,27936
540.0,92,10,100.0,TRUE,56663,2155,1981,0.9192575406032483,0.08074245939675173,92,56663
1347.0,92,10,100.0,TRUE,32565,1348,1256,0.9317507418397626,0.06824925816023741,92,32565
108.0,93,10,100.0,TRUE,52158,2587,2293,0.8863548511789718,0.11364514882102816,93,52158
540.0,93,10,100.0,TRUE,40547,2155,1978,0.9178654292343388,0.08213457076566122,93,40547
1347.0,93,10,100.0,TRUE,44847,1348,1256,0.9317507418397626,0.06824925816023741,93,44847
108.0,94,10,100.0,TRUE,77832,2587,2283,0.8824893699265559,0.11751063007344409,94,77832
540.0,94,10,100.0,TRUE,7870,2155,1960,0.9095127610208816,0.09048723897911837,94,7870
1347.0,94,10,100.0,TRUE,86430,1348,1248,0.9258160237388724,0.0741839762611276,94,86430
108.0,95,10,100.0,TRUE,51325,2587,2292,0.8859683030537302,0.1140316969462698,95,51325
540.0,95,10,100.0,TRUE,78966,2155,1983,0.9201856148491879,0.07981438515081207,95,78966
1347.0,95,10,100.0,TRUE,58971,1348,1261,0.935459940652819,0.06454005934718099,95,58971
108.0,96,10,100.0,TRUE,7917,2587,2288,0.8844221105527639,0.11557788944723613,96,7917
540.0,96,10,100.0,TRUE,10715,2155,1989,0.922969837587007,0.07703016241299299,96,10715
1347.0,96,10,100.0,TRUE,86928,1348,1256,0.9317507418397626,0.06824925816023741,96,86928
108.0,97,10,100.0,TRUE,31154,2587,2258,0.872825666795516,0.127174333204484,97,31154
540.0,97,10,100.0,TRUE,37965,2155,1989,0.922969837587007,0.07703016241299299,97,37965
1347.0,97,10,100.0,TRUE,81930,1348,1263,0.9369436201780416,0.06305637982195844,97,81930
108.0,98,10,100.0,TRUE,99734,2587,2266,0.8759180517974487,0.12408194820255125,98,99734
