training_size,model_type,seeds,lambda,df,cvm,cvup,cvlo,cvsd
108,lasso,72091,0.016713522183987004,23,0.14678899082568808,0.18314758951314203,0.11043039213823413,0.03635859868745394
108,lasso,72091,0.01522873893755897,24,0.1559633027522936,0.1918985382921594,0.12002806721242779,0.0359352355398658
108,lasso,72091,0.013875859742509499,26,0.1559633027522936,0.1918985382921594,0.12002806721242779,0.0359352355398658
108,lasso,72091,0.012643166606456918,26,0.1559633027522936,0.1918985382921594,0.12002806721242779,0.0359352355398658
108,lasso,72091,0.011519982531166604,27,0.1651376146788991,0.20754102860853843,0.12273420074925975,0.04240341392963933
108,lasso,72091,0.010496579033500052,26,0.1651376146788991,0.20754102860853843,0.12273420074925975,0.04240341392963933
108,lasso,72091,0.009564091881947966,28,0.1651376146788991,0.20754102860853843,0.12273420074925975,0.04240341392963933
108,lasso,72091,0.008714444318897485,29,0.1651376146788991,0.20754102860853843,0.12273420074925975,0.04240341392963933
108,lasso,72091,0.0079402771036216,29,0.1559633027522936,0.20104877372498403,0.11087783177960316,0.04508547097269043
108,lasso,72091,0.007234884770056571,30,0.1559633027522936,0.20104877372498403,0.11087783177960316,0.04508547097269043
108,lasso,72091,0.0065921575472627225,30,0.1559633027522936,0.20104877372498403,0.11087783177960316,0.04508547097269043
108,lasso,72091,0.006006528439511426,30,0.1559633027522936,0.20104877372498403,0.11087783177960316,0.04508547097269043
108,lasso,72091,0.0054729250076313,29,0.1651376146788991,0.20754102860853843,0.12273420074925975,0.04240341392963933
108,lasso,72091,0.00498672543396672,29,0.1743119266055046,0.21590561564576527,0.13271823756524392,0.04159368904026069
108,lasso,72091,0.004543718490404326,29,0.1743119266055046,0.21590561564576527,0.13271823756524392,0.04159368904026069
108,lasso,72091,0.004140067062729716,31,0.1743119266055046,0.21590561564576527,0.13271823756524392,0.04159368904026069
108,lasso,72091,0.0037722749153797663,30,0.1926605504587156,0.23634776996703152,0.1489733309503997,0.04368721950831591
108,lasso,72091,0.0034371564087227516,30,0.1926605504587156,0.23634776996703152,0.1489733309503997,0.04368721950831591
108,lasso,72091,0.0031318089065718395,30,0.1926605504587156,0.23634776996703152,0.1489733309503997,0.04368721950831591
108,lasso,72091,0.002853587634939034,30,0.1926605504587156,0.23634776996703152,0.1489733309503997,0.04368721950831591
108,lasso,72091,0.0026000827742681306,30,0.1743119266055046,0.20857584441031995,0.14004800880068924,0.03426391780481537
108,lasso,72091,0.0023690985867305574,31,0.1743119266055046,0.20857584441031995,0.14004800880068924,0.03426391780481537
108,lasso,72091,0.002158634397794725,31,0.1651376146788991,0.19764439817657314,0.13263083118122504,0.032506783497674045
108,lasso,72091,0.001966867267340341,30,0.1651376146788991,0.19764439817657314,0.13263083118122504,0.032506783497674045
108,lasso,72091,0.001792136200223166,30,0.1651376146788991,0.19764439817657314,0.13263083118122504,0.032506783497674045
108,lasso,72091,0.0016329277595296802,30,0.1651376146788991,0.19764439817657314,0.13263083118122504,0.032506783497674045
108,lasso,72091,0.0014878629579105542,30,0.1651376146788991,0.19764439817657314,0.13263083118122504,0.032506783497674045
108,lasso,72091,0.0013556853134519247,30,0.1651376146788991,0.19764439817657314,0.13263083118122504,0.032506783497674045
108,lasso,72091,0.0012352499666301467,31,0.1651376146788991,0.19764439817657314,0.13263083118122504,0.032506783497674045
108,lasso,72091,0.0011255137640862906,31,0.1651376146788991,0.19764439817657314,0.13263083118122504,0.032506783497674045
108,lasso,72091,0.001025526223330783,31,0.1651376146788991,0.19764439817657314,0.13263083118122504,0.032506783497674045
108,lasso,72091,9.34421300118785e-4,31,0.1651376146788991,0.19764439817657314,0.13263083118122504,0.032506783497674045
108,lasso,72091,8.514098871892509e-4,31,0.1651376146788991,0.19764439817657314,0.13263083118122504,0.032506783497674045
108,lasso,72091,7.757729793953357e-4,31,0.1651376146788991,0.19764439817657314,0.13263083118122504,0.032506783497674045
108,lasso,72091,7.068554460257786e-4,31,0.1651376146788991,0.19764439817657314,0.13263083118122504,0.032506783497674045
108,lasso,72091,6.44060356376092e-4,31,0.1651376146788991,0.19764439817657314,0.13263083118122504,0.032506783497674045
108,lasso,72091,5.868438094203642e-4,31,0.1651376146788991,0.19764439817657314,0.13263083118122504,0.032506783497674045
108,lasso,72091,5.34710222800772e-4,31,0.1743119266055046,0.20857584441031995,0.14004800880068924,0.03426391780481537
108,lasso,72091,4.872080403302787e-4,31,0.1743119266055046,0.20857584441031995,0.14004800880068924,0.03426391780481537
108,lasso,72091,4.439258208289632e-4,31,0.1743119266055046,0.20857584441031995,0.14004800880068924,0.03426391780481537
108,lasso,72091,4.0448867441734895e-4,31,0.1651376146788991,0.20038006930745147,0.1298951600503467,0.03524245462855238
108,lasso,72091,3.685550153996125e-4,31,0.1651376146788991,0.20038006930745147,0.1298951600503467,0.03524245462855238
108,lasso,72091,3.358136036116975e-4,31,0.1651376146788991,0.20038006930745147,0.1298951600503467,0.03524245462855238
108,lasso,72091,3.059808486079087e-4,31,0.1651376146788991,0.20038006930745147,0.1298951600503467,0.03524245462855238
108,lasso,72091,2.787983533361383e-4,31,0.1651376146788991,0.20038006930745147,0.1298951600503467,0.03524245462855238
108,lasso,72091,2.540306760262158e-4,31,0.1651376146788991,0.20038006930745147,0.1298951600503467,0.03524245462855238
108,lasso,72091,2.314632909059277e-4,31,0.1651376146788991,0.20038006930745147,0.1298951600503467,0.03524245462855238
108,lasso,72091,2.1090073008140636e-4,31,0.1651376146788991,0.20038006930745147,0.1298951600503467,0.03524245462855238
108,lasso,72091,1.921648904877431e-4,31,0.1651376146788991,0.20038006930745147,0.1298951600503467,0.03524245462855238
108,lasso,72091,1.7509349124544317e-4,30,0.1651376146788991,0.20038006930745147,0.1298951600503467,0.03524245462855238
108,lasso,72091,1.5953866806108128e-4,30,0.1651376146788991,0.20038006930745147,0.1298951600503467,0.03524245462855238
108,lasso,72091,1.45365692497529e-4,30,0.1651376146788991,0.20038006930745147,0.1298951600503467,0.03524245462855238
108,lasso,72091,1.3245180502068521e-4,30,0.1651376146788991,0.20038006930745147,0.1298951600503467,0.03524245462855238
108,lasso,72091,1.2068515171511893e-4,30,0.1651376146788991,0.20038006930745147,0.1298951600503467,0.03524245462855238
108,lasso,72091,1.0996381545896373e-4,30,0.1651376146788991,0.20038006930745147,0.1298951600503467,0.03524245462855238
108,lasso,72091,1.0019493316656444e-4,29,0.1651376146788991,0.20038006930745147,0.1298951600503467,0.03524245462855238
108,lasso,72091,9.12938914528541e-5,29,0.1651376146788991,0.20038006930745147,0.1298951600503467,0.03524245462855238
108,lasso,72091,8.318359375269085e-5,29,0.1651376146788991,0.20038006930745147,0.1298951600503467,0.03524245462855238
108,lasso,72091,7.579379254729298e-5,29,0.1651376146788991,0.20038006930745147,0.1298951600503467,0.03524245462855238
108,lasso,72091,6.906048091383711e-5,29,0.1651376146788991,0.20038006930745147,0.1298951600503467,0.03524245462855238
108,lasso,72091,6.292533812811296e-5,29,0.1651376146788991,0.20038006930745147,0.1298951600503467,0.03524245462855238
108,lasso,72091,5.733522451831049e-5,29,0.1651376146788991,0.20038006930745147,0.1298951600503467,0.03524245462855238
108,lasso,72091,5.224172119460416e-5,29,0.1651376146788991,0.20038006930745147,0.1298951600503467,0.03524245462855238
108,lasso,72091,4.76007106678925e-5,29,0.1651376146788991,0.20038006930745147,0.1298951600503467,0.03524245462855238
540,lasso,87577,0.21146450716930273,0,0.4399260628465804,0.4658505171221244,0.41400160857103646,0.025924454275543938
540,lasso,87577,0.19267858317298553,1,0.4399260628465804,0.4658505171221244,0.41400160857103646,0.025924454275543938
540,lasso,87577,0.17556154888832504,1,0.4399260628465804,0.4658505171221244,0.41400160857103646,0.025924454275543938
540,lasso,87577,0.15996514475299045,4,0.43253234750462105,0.463067910495949,0.4019967845132931,0.030535562991327918
540,lasso,87577,0.14575428217554798,5,0.3142329020332717,0.36345967153174863,0.26500613253479477,0.049226769498476916
540,lasso,87577,0.13280587346270703,5,0.17929759704251386,0.1883696107908579,0.1702255832941698,0.009072013748344043
540,lasso,87577,0.12100776569260505,6,0.15711645101663585,0.16674246524140854,0.14749043679186316,0.009626014224772701
540,lasso,87577,0.11025776929985136,6,0.14417744916820702,0.155423270614379,0.13293162772203504,0.011245821446171965
540,lasso,87577,0.10046277295839834,6,0.14417744916820702,0.15758324721181977,0.13077165112459427,0.013405798043612742
540,lasso,87577,0.09153793709577887,7,0.133086876155268,0.1491294005919247,0.11704435171861134,0.016042524436656675
540,lasso,87577,0.08340595905331616,8,0.13123844731977818,0.14591935053485586,0.11655754410470053,0.014680903215077664
540,lasso,87577,0.07599640352747519,8,0.12754158964879853,0.14113957702982677,0.11394360226777028,0.013597987381028236
540,lasso,87577,0.06924509249295918,8,0.12199630314232902,0.13551365720890843,0.10847894907574963,0.013517354066579394
540,lasso,87577,0.06309354932335666,10,0.11829944547134935,0.13127480468616448,0.10532408625653422,0.012975359214815128
540,lasso,87577,0.05748849229457822,11,0.11460258780036968,0.12774590575701103,0.10145926984372834,0.01314331795664134
540,lasso,87577,0.052381373084051955,12,0.11275415896487985,0.1263633982948626,0.0991449196348971,0.013609239329982752
540,lasso,87577,0.04772795626837848,13,0.10720887245841035,0.12197537422045242,0.09244237069636828,0.014766501762042075
540,lasso,87577,0.04348793617725528,13,0.10905730129390019,0.12293712019678382,0.09517748239101656,0.013879818902883626
540,lasso,87577,0.039624587785042416,16,0.10905730129390019,0.12293712019678382,0.09517748239101656,0.013879818902883626
540,lasso,87577,0.0361044486161594,16,0.10720887245841035,0.12090641830361792,0.09351132661320277,0.01369754584520757
540,lasso,87577,0.032897028909129856,17,0.10720887245841035,0.12090641830361792,0.09351132661320277,0.01369754584520757
540,lasso,87577,0.029974547528853687,18,0.10720887245841035,0.12062587879942607,0.09379186611739462,0.013417006341015721
540,lasso,87577,0.027311691339705055,20,0.10905730129390019,0.12343873033084919,0.09467587225695119,0.014381429036949
540,lasso,87577,0.024885395955261198,20,0.10720887245841035,0.1214144660943524,0.0930032788224683,0.014205593635942055
540,lasso,87577,0.02267464596562104,22,0.10536044362292052,0.11852072122699729,0.09220016601884375,0.01316027760407677
540,lasso,87577,0.020660292911978226,22,0.10720887245841035,0.12110191410327543,0.09331583081354526,0.013893041644865083
540,lasso,87577,0.018824889431831388,23,0.10536044362292052,0.11908656152529112,0.09163432572054991,0.013726117902370607
540,lasso,87577,0.017152538138276833,24,0.10351201478743069,0.1164212272926761,0.09060280228218529,0.0129092125052454
540,lasso,87577,0.01562875392444836,24,0.10166358595194085,0.11398172952596805,0.08934544237791364,0.012318143574027208
540,lasso,87577,0.014240338500451137,26,0.09981515711645102,0.11211473826829423,0.08751557596460781,0.012299581151843209
540,lasso,87577,0.012975266076088572,27,0.09796672828096119,0.11082273363670334,0.08511072292521904,0.012856005355742151
540,lasso,87577,0.011822579199220673,27,0.09611829944547134,0.10859606677641219,0.0836405321145305,0.012477767330940848
540,lasso,87577,0.010772293847555563,27,0.09611829944547134,0.10859606677641219,0.0836405321145305,0.012477767330940848
540,lasso,87577,0.009815312951824655,29,0.09796672828096119,0.11082273363670334,0.08511072292521904,0.012856005355742151
540,lasso,87577,0.00894334760132061,30,0.09796672828096119,0.11082273363670334,0.08511072292521904,0.012856005355742151
540,lasso,87577,0.008148845249318137,30,0.09796672828096119,0.11082273363670334,0.08511072292521904,0.012856005355742151
540,lasso,87577,0.0074249242965273255,31,0.09796672828096119,0.10929283247696765,0.08664062408495472,0.011326104196006465
540,lasso,87577,0.006765314485972698,30,0.09426987060998152,0.10430731434286425,0.08423242687709878,0.01003744373288273
540,lasso,87577,0.006164302593026928,30,0.09426987060998152,0.10430731434286425,0.08423242687709878,0.01003744373288273
540,lasso,87577,0.005616682940192273,31,0.09057301293900184,0.10202012979458777,0.07912589608341591,0.011447116855585934
540,lasso,87577,0.005117712308012441,32,0.09057301293900184,0.10202012979458777,0.07912589608341591,0.011447116855585934
540,lasso,87577,0.004663068851574777,33,0.09242144177449169,0.103379377900439,0.08146350564854438,0.010957936125947315
540,lasso,87577,0.0042488146667571634,36,0.09242144177449169,0.103379377900439,0.08146350564854438,0.010957936125947315
540,lasso,87577,0.003871361681986371,37,0.09242144177449169,0.103379377900439,0.08146350564854438,0.010957936125947315
540,lasso,87577,0.0035274405800785977,37,0.09242144177449169,0.10405285485260715,0.08079002869637622,0.011631413078115466
540,lasso,87577,0.0032140724809780353,39,0.09242144177449169,0.10405285485260715,0.08079002869637622,0.011631413078115466
540,lasso,87577,0.002928543140122895,38,0.09242144177449169,0.10405285485260715,0.08079002869637622,0.011631413078115466
540,lasso,87577,0.0026683794389574865,41,0.09611829944547134,0.10859606677641219,0.0836405321145305,0.012477767330940848
540,lasso,87577,0.0024313279639624065,41,0.09426987060998152,0.10632612281228591,0.08221361840767712,0.012056252202304394
540,lasso,87577,0.002215335488664647,41,0.09611829944547134,0.1088972423044015,0.0833393565865412,0.012778942858930147
540,lasso,87577,0.002018531189572134,42,0.09796672828096119,0.11082273363670334,0.08511072292521904,0.012856005355742151
540,lasso,87577,0.0018392104419956228,42,0.09796672828096119,0.11082273363670334,0.08511072292521904,0.012856005355742151
540,lasso,87577,0.0016758200554051188,44,0.09796672828096119,0.11082273363670334,0.08511072292521904,0.012856005355742151
540,lasso,87577,0.00152694482043654,44,0.09796672828096119,0.11082273363670334,0.08511072292521904,0.012856005355742151
540,lasso,87577,0.0013912952510252287,44,0.09981515711645102,0.11329501277656864,0.08633530145633339,0.013479855660117626
540,lasso,87577,0.0012676964154945387,45,0.09981515711645102,0.11329501277656864,0.08633530145633339,0.013479855660117626
540,lasso,87577,0.0011550777598597303,45,0.09796672828096119,0.11086301268354518,0.0850704438783772,0.012896284402583983
540,lasso,87577,0.0010524638352014972,45,0.09981515711645102,0.11275850986022073,0.0868718043726813,0.012943352743769714
540,lasso,87577,9.589658487940742e-4,46,0.09981515711645102,0.11275850986022073,0.0868718043726813,0.012943352743769714
540,lasso,87577,8.737739658078381e-4,46,0.10166358595194085,0.11402376146832441,0.08930341043555728,0.012360175516383569
540,lasso,87577,7.961502949074311e-4,46,0.09981515711645102,0.11215683342869631,0.08747348080420572,0.012341676312245298
540,lasso,87577,7.254224969900144e-4,47,0.09981515711645102,0.11275850986022073,0.0868718043726813,0.012943352743769714
540,lasso,87577,6.609779617056017e-4,47,0.09981515711645102,0.11275850986022073,0.0868718043726813,0.012943352743769714
540,lasso,87577,6.022585013192744e-4,48,0.10166358595194085,0.1146245791565229,0.0887025927473588,0.012960993204582051
540,lasso,87577,5.487555159560541e-4,48,0.10351201478743069,0.11703601017505408,0.0899880193998073,0.013523995387623385
540,lasso,87577,5.000055883520955e-4,48,0.10351201478743069,0.11703601017505408,0.0899880193998073,0.013523995387623385
540,lasso,87577,4.5558646995604214e-4,48,0.10351201478743069,0.11703601017505408,0.0899880193998073,0.013523995387623385
540,lasso,87577,4.151134236140739e-4,48,0.10536044362292052,0.11856007181093493,0.0921608154349061,0.013199628188014413
540,lasso,87577,3.782358911607362e-4,48,0.10536044362292052,0.11856007181093493,0.0921608154349061,0.013199628188014413
540,lasso,87577,3.446344570518146e-4,48,0.10351201478743069,0.1164960056679385,0.09052802390692288,0.0129839908805078
540,lasso,87577,3.140180817396966e-4,48,0.10351201478743069,0.1164960056679385,0.09052802390692288,0.0129839908805078
540,lasso,87577,2.8612158082804096e-4,48,0.10351201478743069,0.1164960056679385,0.09052802390692288,0.0129839908805078
540,lasso,87577,2.607033281713985e-4,48,0.10720887245841035,0.1206593383666576,0.0937584065501631,0.013450465908247248
540,lasso,87577,2.3754316302513235e-4,48,0.10720887245841035,0.1206593383666576,0.0937584065501631,0.013450465908247248
540,lasso,87577,2.1644048311837057e-4,48,0.10720887245841035,0.1206593383666576,0.0937584065501631,0.013450465908247248
540,lasso,87577,1.9721250713310254e-4,48,0.10905730129390019,0.1235058912882327,0.09460871129956769,0.014448589994332501
540,lasso,87577,1.796926915398433e-4,48,0.10905730129390019,0.1235058912882327,0.09460871129956769,0.014448589994332501
540,lasso,87577,1.6372928807725407e-4,48,0.10905730129390019,0.1235058912882327,0.09460871129956769,0.014448589994332501
540,lasso,87577,1.4918402938129773e-4,48,0.10905730129390019,0.1235058912882327,0.09460871129956769,0.014448589994332501
540,lasso,87577,1.3593093137947738e-4,48,0.10905730129390019,0.1235058912882327,0.09460871129956769,0.014448589994332501
540,lasso,87577,1.2385520207707006e-4,48,0.10905730129390019,0.1235058912882327,0.09460871129956769,0.014448589994332501
540,lasso,87577,1.1285224728378402e-4,48,0.10720887245841035,0.12174647354166167,0.09267127137515903,0.014537601083251321
540,lasso,87577,1.0282676466891938e-4,48,0.10720887245841035,0.12174647354166167,0.09267127137515903,0.014537601083251321
540,lasso,87577,9.36919182981714e-5,48,0.10720887245841035,0.12174647354166167,0.09267127137515903,0.014537601083251321
540,lasso,87577,8.53685865023091e-5,48,0.11090573012939002,0.12497042682389589,0.09684103343488415,0.014064696694505876
540,lasso,87577,7.77846765631275e-5,48,0.11090573012939002,0.12497042682389589,0.09684103343488415,0.014064696694505876
540,lasso,87577,7.087450028081116e-5,48,0.11090573012939002,0.12497042682389589,0.09684103343488415,0.014064696694505876
540,lasso,87577,6.457820501417192e-5,48,0.11090573012939002,0.12497042682389589,0.09684103343488415,0.014064696694505876
540,lasso,87577,5.884125526570399e-5,48,0.11090573012939002,0.12497042682389589,0.09684103343488415,0.014064696694505876
540,lasso,87577,5.361396032119389e-5,48,0.11090573012939002,0.12497042682389589,0.09684103343488415,0.014064696694505876
540,lasso,87577,4.885104385252551e-5,48,0.11090573012939002,0.12497042682389589,0.09684103343488415,0.014064696694505876
540,lasso,87577,4.451125175578577e-5,48,0.11090573012939002,0.12497042682389589,0.09684103343488415,0.014064696694505876
540,lasso,87577,4.055699482795217e-5,48,0.11090573012939002,0.12497042682389589,0.09684103343488415,0.014064696694505876
540,lasso,87577,3.695402318719854e-5,48,0.11090573012939002,0.12497042682389589,0.09684103343488415,0.014064696694505876
540,lasso,87577,3.367112961680352e-5,48,0.11090573012939002,0.12497042682389589,0.09684103343488415,0.014064696694505876
1347,lasso,76097,0.18779233033353118,0,0.4391691394658754,0.44705405053677816,0.4312842283949726,0.007884911070902799
1347,lasso,76097,0.17110937728405062,1,0.4391691394658754,0.44705405053677816,0.4312842283949726,0.007884911070902799
1347,lasso,76097,0.15590849180334065,1,0.4391691394658754,0.44705405053677816,0.4312842283949726,0.007884911070902799
1347,lasso,76097,0.14205801109334104,2,0.4391691394658754,0.44705405053677816,0.4312842283949726,0.007884911070902799
1347,lasso,76097,0.12943796891609338,5,0.37537091988130566,0.41103284290007197,0.33970899686253936,0.03566192301876629
1347,lasso,76097,0.11793905650357868,7,0.18100890207715134,0.18918913157263234,0.17282867258167034,0.008180229495480989
1347,lasso,76097,0.10746167577746117,8,0.17136498516320475,0.18161206627116117,0.16111790405524834,0.010247081107956404
1347,lasso,76097,0.09791507667818063,10,0.163946587537092,0.17521887671228217,0.1526742983619018,0.011272289175190197
1347,lasso,76097,0.08921657113135052,10,0.15356083086053413,0.16149235056886377,0.14562931115220448,0.007931519708329653
1347,lasso,76097,0.08129081684321493,13,0.15207715133531158,0.15867213291287427,0.14548216975774889,0.006594981577562697
1347,lasso,76097,0.07406916472174314,15,0.14985163204747776,0.15524127715829925,0.14446198693665627,0.0053896451108215015
1347,lasso,76097,0.06748906427103565,15,0.1446587537091988,0.15052208619704183,0.1387954212213558,0.0058633324878430175
1347,lasso,76097,0.06149352180885224,15,0.1387240356083086,0.14571532227360257,0.13173274894301462,0.006991286665293978
1347,lasso,76097,0.05603060681460175,15,0.13724035608308605,0.144746275362285,0.1297344368038871,0.007505919279198954
1347,lasso,76097,0.05105300213201584,17,0.13427299703264095,0.14217884277586412,0.12636715128941778,0.00790584574322318
1347,lasso,76097,0.0465175941305775,17,0.13204747774480713,0.13918782744155764,0.12490712804805662,0.007140349696750505
1347,lasso,76097,0.042385099275878704,19,0.13056379821958458,0.13782729050318976,0.12330030593597942,0.007263492283605169
1347,lasso,76097,0.038619723874438266,19,0.12685459940652818,0.13388425931255227,0.1198249395005041,0.00702965990602409
1347,lasso,76097,0.035188854045852334,19,0.12685459940652818,0.13344638915391507,0.12026280965914131,0.00659178974738688
1347,lasso,76097,0.0320627732369645,20,0.12462908011869436,0.13144182471828297,0.11781633551910575,0.006812744599588605
1347,lasso,76097,0.02921440483129852,20,0.12166172106824925,0.12919772320500023,0.11412571893149828,0.007536002136750969
1347,lasso,76097,0.026619077624359624,21,0.1201780415430267,0.12800405454498834,0.11235202854106506,0.007826013001961644
1347,lasso,76097,0.024254312133463664,22,0.1172106824925816,0.12445669138075532,0.10996467360440787,0.007246008888173724
1347,lasso,76097,0.022099625891212105,23,0.11498516320474778,0.12118883901616637,0.10878148739332918,0.006203675811418596
1347,lasso,76097,0.020136356036158046,24,0.11498516320474778,0.12067549856522093,0.10929482784427462,0.005690335360473154
1347,lasso,76097,0.018347497664028534,26,0.1142433234421365,0.12034507673878253,0.10814157014549047,0.0061017532966460295
1347,lasso,76097,0.01671755653937874,27,0.11350148367952523,0.11917523834988528,0.10782772900916518,0.005673754670360048
1347,lasso,76097,0.015232414891936854,27,0.11275964391691394,0.11850445334618523,0.10701483448764265,0.005744809429271287
1347,lasso,76097,0.013879209135231807,27,0.11127596439169139,0.11682001366674998,0.10573191511663281,0.005544049275058586
1347,lasso,76097,0.012646218448361089,28,0.11127596439169139,0.11646379625958879,0.106088132523794,0.005187831867897396
1347,lasso,76097,0.011522763255847236,29,0.10905044510385757,0.1144816182365978,0.10361927197111734,0.005431173132740235
1347,lasso,76097,0.010499112726264056,31,0.10756676557863501,0.11345568008950317,0.10167785106776685,0.005888914510868163
1347,lasso,76097,0.009566400488429966,31,0.1083086053412463,0.11396861535280121,0.10264859532969138,0.005660010011554915
1347,lasso,76097,0.00871654783514241,32,0.10756676557863501,0.11242219383220246,0.10271133732506756,0.004855428253567451
1347,lasso,76097,0.00794219374928086,33,0.10756676557863501,0.11242219383220246,0.10271133732506756,0.004855428253567451
1347,lasso,76097,0.0072366311461979594,34,0.10756676557863501,0.11266749634480495,0.10246603481246506,0.005100730766169949
1347,lasso,76097,0.0065937487801609245,34,0.10682492581602374,0.11192223664694244,0.10172761498510503,0.005097310830918705
1347,lasso,76097,0.006007978311664573,34,0.10534124629080119,0.10988672741172566,0.10079576516987672,0.004545481120924466
1347,lasso,76097,0.005474246077138377,37,0.10682492581602374,0.11086564435345925,0.10278420727858822,0.004040718537435517
1347,lasso,76097,0.004987929143299808,38,0.10682492581602374,0.11055120217122921,0.10309864946081826,0.0037262763552054767
1347,lasso,76097,0.0045448152655178245,40,0.10905044510385757,0.11335247054455956,0.10474841966315558,0.004302025440701989
1347,lasso,76097,0.0041410664033649704,42,0.10905044510385757,0.11375903609560495,0.1043418541121102,0.004708590991747378
1347,lasso,76097,0.003773185477347283,43,0.1083086053412463,0.1140853484226052,0.10253186225988739,0.005776743081358907
1347,lasso,76097,0.003437986078874688,43,0.10534124629080119,0.11167328911072802,0.09900920347087436,0.006332042819926829
1347,lasso,76097,0.003132564871114145,43,0.10459940652818991,0.11127604843282016,0.09792276462355967,0.006676641904630238
1347,lasso,76097,0.0028542764416749264,43,0.10459940652818991,0.11127604843282016,0.09792276462355967,0.006676641904630238
1347,lasso,76097,0.0026007103893120375,43,0.10534124629080119,0.11138576107470702,0.09929673150689536,0.006044514783905835
1347,lasso,76097,0.002369670446183743,44,0.10534124629080119,0.11197618774364608,0.0987063048379563,0.00663494145284489
1347,lasso,76097,0.0021591554548302007,45,0.10608308605341246,0.11309639167975707,0.09906978042706785,0.007013305626344608
1347,lasso,76097,0.0019673420351048786,46,0.10385756676557864,0.1106058185830843,0.09710931494807298,0.006748251817505658
1347,lasso,76097,0.0017925687909280167,46,0.10534124629080119,0.11188351750735692,0.09879897507424545,0.006542271216555735
1347,lasso,76097,0.001633321920068582,46,0.10385756676557864,0.11023364400363381,0.09748148952752347,0.006376077238055166
1347,lasso,76097,0.001488222102313532,47,0.10385756676557864,0.11023364400363381,0.09748148952752347,0.006376077238055166
1347,lasso,76097,0.0013560125524559854,47,0.10311572700296735,0.10913113453997854,0.09710031946595617,0.006015407537011184
1347,lasso,76097,0.0012355481346229952,47,0.10237388724035608,0.10832506215655466,0.0964227123241575,0.005951174916198584
1347,lasso,76097,0.00112578544365644,48,0.10014836795252226,0.10654561170233548,0.09375112420270904,0.006397243749813228
