training_size,cost,gamma,seeds,total,correct,testfold_name,accuracy,misclassification
1347.0,0.1,0.006,88436,134,120,Fold06,0.8955223880597015,0.10447761194029848
1347.0,0.1,0.006,88436,135,120,Fold07,0.8888888888888888,0.11111111111111116
1347.0,0.1,0.006,88436,134,113,Fold08,0.8432835820895522,0.15671641791044777
1347.0,0.1,0.006,88436,135,116,Fold09,0.8592592592592593,0.14074074074074072
1347.0,0.1,0.006,88436,134,120,Fold10,0.8955223880597015,0.10447761194029848
108.0,0.5,0.006,30618,12,9,Fold01,0.75,0.25
108.0,0.5,0.006,30618,10,7,Fold02,0.7,0.30000000000000004
108.0,0.5,0.006,30618,10,7,Fold03,0.7,0.30000000000000004
108.0,0.5,0.006,30618,11,6,Fold04,0.5454545454545454,0.4545454545454546
108.0,0.5,0.006,30618,11,7,Fold05,0.6363636363636364,0.36363636363636365
108.0,0.5,0.006,30618,11,8,Fold06,0.7272727272727273,0.2727272727272727
108.0,0.5,0.006,30618,10,6,Fold07,0.6,0.4
108.0,0.5,0.006,30618,10,6,Fold08,0.6,0.4
108.0,0.5,0.006,30618,12,8,Fold09,0.6666666666666666,0.33333333333333337
108.0,0.5,0.006,30618,11,7,Fold10,0.6363636363636364,0.36363636363636365
540.0,0.5,0.006,31049,54,49,Fold01,0.9074074074074074,0.09259259259259256
540.0,0.5,0.006,31049,54,52,Fold02,0.9629629629629629,0.03703703703703709
540.0,0.5,0.006,31049,55,46,Fold03,0.8363636363636363,0.1636363636363637
540.0,0.5,0.006,31049,54,49,Fold04,0.9074074074074074,0.09259259259259256
540.0,0.5,0.006,31049,54,48,Fold05,0.8888888888888888,0.11111111111111116
540.0,0.5,0.006,31049,54,50,Fold06,0.9259259259259259,0.07407407407407407
540.0,0.5,0.006,31049,54,46,Fold07,0.8518518518518519,0.14814814814814814
540.0,0.5,0.006,31049,54,50,Fold08,0.9259259259259259,0.07407407407407407
540.0,0.5,0.006,31049,54,46,Fold09,0.8518518518518519,0.14814814814814814
540.0,0.5,0.006,31049,53,47,Fold10,0.8867924528301887,0.1132075471698113
1347.0,0.5,0.006,98262,134,122,Fold01,0.9104477611940298,0.08955223880597019
1347.0,0.5,0.006,98262,135,121,Fold02,0.8962962962962963,0.10370370370370374
1347.0,0.5,0.006,98262,135,121,Fold03,0.8962962962962963,0.10370370370370374
1347.0,0.5,0.006,98262,134,123,Fold04,0.917910447761194,0.08208955223880599
1347.0,0.5,0.006,98262,135,119,Fold05,0.8814814814814815,0.11851851851851847
1347.0,0.5,0.006,98262,135,119,Fold06,0.8814814814814815,0.11851851851851847
1347.0,0.5,0.006,98262,135,121,Fold07,0.8962962962962963,0.10370370370370374
1347.0,0.5,0.006,98262,134,119,Fold08,0.8880597014925373,0.11194029850746268
1347.0,0.5,0.006,98262,134,123,Fold09,0.917910447761194,0.08208955223880599
1347.0,0.5,0.006,98262,136,126,Fold10,0.9264705882352942,0.07352941176470584
108.0,1.0,0.006,692,11,9,Fold01,0.8181818181818182,0.18181818181818177
108.0,1.0,0.006,692,10,8,Fold02,0.8,0.19999999999999996
108.0,1.0,0.006,692,10,9,Fold03,0.9,0.09999999999999998
108.0,1.0,0.006,692,11,9,Fold04,0.8181818181818182,0.18181818181818177
108.0,1.0,0.006,692,11,9,Fold05,0.8181818181818182,0.18181818181818177
108.0,1.0,0.006,692,11,9,Fold06,0.8181818181818182,0.18181818181818177
108.0,1.0,0.006,692,11,10,Fold07,0.9090909090909091,0.09090909090909094
108.0,1.0,0.006,692,11,10,Fold08,0.9090909090909091,0.09090909090909094
108.0,1.0,0.006,692,11,11,Fold09,1.0,0.0
108.0,1.0,0.006,692,11,9,Fold10,0.8181818181818182,0.18181818181818177
540.0,1.0,0.006,27379,53,47,Fold01,0.8867924528301887,0.1132075471698113
540.0,1.0,0.006,27379,54,49,Fold02,0.9074074074074074,0.09259259259259256
540.0,1.0,0.006,27379,53,49,Fold03,0.9245283018867925,0.07547169811320753
540.0,1.0,0.006,27379,54,45,Fold04,0.8333333333333334,0.16666666666666663
540.0,1.0,0.006,27379,55,51,Fold05,0.9272727272727272,0.07272727272727275
540.0,1.0,0.006,27379,55,49,Fold06,0.8909090909090909,0.10909090909090913
540.0,1.0,0.006,27379,54,47,Fold07,0.8703703703703703,0.12962962962962965
540.0,1.0,0.006,27379,54,50,Fold08,0.9259259259259259,0.07407407407407407
540.0,1.0,0.006,27379,54,51,Fold09,0.9444444444444444,0.05555555555555558
540.0,1.0,0.006,27379,54,42,Fold10,0.7777777777777778,0.2222222222222222
1347.0,1.0,0.006,79648,135,123,Fold01,0.9111111111111111,0.0888888888888889
1347.0,1.0,0.006,79648,134,123,Fold02,0.917910447761194,0.08208955223880599
1347.0,1.0,0.006,79648,135,120,Fold03,0.8888888888888888,0.11111111111111116
1347.0,1.0,0.006,79648,135,127,Fold04,0.9407407407407408,0.059259259259259234
1347.0,1.0,0.006,79648,135,116,Fold05,0.8592592592592593,0.14074074074074072
1347.0,1.0,0.006,79648,135,117,Fold06,0.8666666666666667,0.1333333333333333
1347.0,1.0,0.006,79648,135,124,Fold07,0.9185185185185185,0.08148148148148149
1347.0,1.0,0.006,79648,133,123,Fold08,0.924812030075188,0.07518796992481203
1347.0,1.0,0.006,79648,135,124,Fold09,0.9185185185185185,0.08148148148148149
1347.0,1.0,0.006,79648,135,123,Fold10,0.9111111111111111,0.0888888888888889
108.0,5.0,0.006,24319,10,9,Fold01,0.9,0.09999999999999998
108.0,5.0,0.006,24319,11,8,Fold02,0.7272727272727273,0.2727272727272727
108.0,5.0,0.006,24319,11,8,Fold03,0.7272727272727273,0.2727272727272727
108.0,5.0,0.006,24319,10,10,Fold04,1.0,0.0
108.0,5.0,0.006,24319,12,12,Fold05,1.0,0.0
108.0,5.0,0.006,24319,11,7,Fold06,0.6363636363636364,0.36363636363636365
108.0,5.0,0.006,24319,10,10,Fold07,1.0,0.0
108.0,5.0,0.006,24319,11,10,Fold08,0.9090909090909091,0.09090909090909094
108.0,5.0,0.006,24319,12,10,Fold09,0.8333333333333334,0.16666666666666663
108.0,5.0,0.006,24319,10,10,Fold10,1.0,0.0
540.0,5.0,0.006,45737,54,48,Fold01,0.8888888888888888,0.11111111111111116
540.0,5.0,0.006,45737,54,50,Fold02,0.9259259259259259,0.07407407407407407
540.0,5.0,0.006,45737,54,47,Fold03,0.8703703703703703,0.12962962962962965
540.0,5.0,0.006,45737,54,45,Fold04,0.8333333333333334,0.16666666666666663
540.0,5.0,0.006,45737,54,48,Fold05,0.8888888888888888,0.11111111111111116
540.0,5.0,0.006,45737,54,48,Fold06,0.8888888888888888,0.11111111111111116
540.0,5.0,0.006,45737,54,50,Fold07,0.9259259259259259,0.07407407407407407
540.0,5.0,0.006,45737,54,48,Fold08,0.8888888888888888,0.11111111111111116
540.0,5.0,0.006,45737,54,43,Fold09,0.7962962962962963,0.20370370370370372
540.0,5.0,0.006,45737,54,48,Fold10,0.8888888888888888,0.11111111111111116
1347.0,5.0,0.006,58742,134,117,Fold01,0.8731343283582089,0.12686567164179108
1347.0,5.0,0.006,58742,135,125,Fold02,0.9259259259259259,0.07407407407407407
1347.0,5.0,0.006,58742,135,123,Fold03,0.9111111111111111,0.0888888888888889
1347.0,5.0,0.006,58742,135,125,Fold04,0.9259259259259259,0.07407407407407407
1347.0,5.0,0.006,58742,135,121,Fold05,0.8962962962962963,0.10370370370370374
1347.0,5.0,0.006,58742,135,122,Fold06,0.9037037037037037,0.09629629629629632
1347.0,5.0,0.006,58742,135,123,Fold07,0.9111111111111111,0.0888888888888889
1347.0,5.0,0.006,58742,134,122,Fold08,0.9104477611940298,0.08955223880597019
1347.0,5.0,0.006,58742,135,127,Fold09,0.9407407407407408,0.059259259259259234
1347.0,5.0,0.006,58742,134,123,Fold10,0.917910447761194,0.08208955223880599
108.0,10.0,0.006,89080,11,10,Fold01,0.9090909090909091,0.09090909090909094
108.0,10.0,0.006,89080,11,9,Fold02,0.8181818181818182,0.18181818181818177
108.0,10.0,0.006,89080,11,11,Fold03,1.0,0.0
108.0,10.0,0.006,89080,11,10,Fold04,0.9090909090909091,0.09090909090909094
108.0,10.0,0.006,89080,10,9,Fold05,0.9,0.09999999999999998
108.0,10.0,0.006,89080,11,9,Fold06,0.8181818181818182,0.18181818181818177
108.0,10.0,0.006,89080,11,10,Fold07,0.9090909090909091,0.09090909090909094
108.0,10.0,0.006,89080,11,11,Fold08,1.0,0.0
108.0,10.0,0.006,89080,10,9,Fold09,0.9,0.09999999999999998
108.0,10.0,0.006,89080,11,9,Fold10,0.8181818181818182,0.18181818181818177
540.0,10.0,0.006,12355,54,50,Fold01,0.9259259259259259,0.07407407407407407
540.0,10.0,0.006,12355,54,49,Fold02,0.9074074074074074,0.09259259259259256
540.0,10.0,0.006,12355,54,50,Fold03,0.9259259259259259,0.07407407407407407
540.0,10.0,0.006,12355,53,46,Fold04,0.8679245283018868,0.13207547169811318
540.0,10.0,0.006,12355,54,45,Fold05,0.8333333333333334,0.16666666666666663
540.0,10.0,0.006,12355,54,46,Fold06,0.8518518518518519,0.14814814814814814
540.0,10.0,0.006,12355,54,51,Fold07,0.9444444444444444,0.05555555555555558
540.0,10.0,0.006,12355,54,49,Fold08,0.9074074074074074,0.09259259259259256
540.0,10.0,0.006,12355,54,49,Fold09,0.9074074074074074,0.09259259259259256
540.0,10.0,0.006,12355,55,50,Fold10,0.9090909090909091,0.09090909090909094
1347.0,10.0,0.006,51227,135,120,Fold01,0.8888888888888888,0.11111111111111116
1347.0,10.0,0.006,51227,136,121,Fold02,0.8897058823529411,0.11029411764705888
1347.0,10.0,0.006,51227,135,128,Fold03,0.9481481481481482,0.051851851851851816
1347.0,10.0,0.006,51227,135,118,Fold04,0.8740740740740741,0.12592592592592589
1347.0,10.0,0.006,51227,134,124,Fold05,0.9253731343283582,0.07462686567164178
1347.0,10.0,0.006,51227,134,123,Fold06,0.917910447761194,0.08208955223880599
1347.0,10.0,0.006,51227,135,124,Fold07,0.9185185185185185,0.08148148148148149
1347.0,10.0,0.006,51227,134,114,Fold08,0.8507462686567164,0.14925373134328357
1347.0,10.0,0.006,51227,134,123,Fold09,0.917910447761194,0.08208955223880599
1347.0,10.0,0.006,51227,135,127,Fold10,0.9407407407407408,0.059259259259259234
108.0,50.0,0.006,66229,11,8,Fold01,0.7272727272727273,0.2727272727272727
108.0,50.0,0.006,66229,11,6,Fold02,0.5454545454545454,0.4545454545454546
108.0,50.0,0.006,66229,10,7,Fold03,0.7,0.30000000000000004
108.0,50.0,0.006,66229,12,8,Fold04,0.6666666666666666,0.33333333333333337
108.0,50.0,0.006,66229,11,9,Fold05,0.8181818181818182,0.18181818181818177
108.0,50.0,0.006,66229,11,9,Fold06,0.8181818181818182,0.18181818181818177
108.0,50.0,0.006,66229,11,9,Fold07,0.8181818181818182,0.18181818181818177
108.0,50.0,0.006,66229,10,6,Fold08,0.6,0.4
108.0,50.0,0.006,66229,10,6,Fold09,0.6,0.4
108.0,50.0,0.006,66229,11,8,Fold10,0.7272727272727273,0.2727272727272727
540.0,50.0,0.006,76398,53,48,Fold01,0.9056603773584906,0.09433962264150941
540.0,50.0,0.006,76398,53,48,Fold02,0.9056603773584906,0.09433962264150941
540.0,50.0,0.006,76398,55,51,Fold03,0.9272727272727272,0.07272727272727275
540.0,50.0,0.006,76398,54,49,Fold04,0.9074074074074074,0.09259259259259256
540.0,50.0,0.006,76398,54,48,Fold05,0.8888888888888888,0.11111111111111116
540.0,50.0,0.006,76398,54,46,Fold06,0.8518518518518519,0.14814814814814814
540.0,50.0,0.006,76398,55,49,Fold07,0.8909090909090909,0.10909090909090913
540.0,50.0,0.006,76398,54,46,Fold08,0.8518518518518519,0.14814814814814814
540.0,50.0,0.006,76398,54,46,Fold09,0.8518518518518519,0.14814814814814814
540.0,50.0,0.006,76398,54,51,Fold10,0.9444444444444444,0.05555555555555558
1347.0,50.0,0.006,9244,134,123,Fold01,0.917910447761194,0.08208955223880599
1347.0,50.0,0.006,9244,135,123,Fold02,0.9111111111111111,0.0888888888888889
1347.0,50.0,0.006,9244,135,122,Fold03,0.9037037037037037,0.09629629629629632
1347.0,50.0,0.006,9244,135,125,Fold04,0.9259259259259259,0.07407407407407407
1347.0,50.0,0.006,9244,135,124,Fold05,0.9185185185185185,0.08148148148148149
1347.0,50.0,0.006,9244,135,123,Fold06,0.9111111111111111,0.0888888888888889
1347.0,50.0,0.006,9244,134,116,Fold07,0.8656716417910447,0.13432835820895528
1347.0,50.0,0.006,9244,135,123,Fold08,0.9111111111111111,0.0888888888888889
1347.0,50.0,0.006,9244,134,118,Fold09,0.8805970149253731,0.11940298507462688
1347.0,50.0,0.006,9244,135,123,Fold10,0.9111111111111111,0.0888888888888889
108.0,100.0,0.006,6751,10,8,Fold01,0.8,0.19999999999999996
108.0,100.0,0.006,6751,11,10,Fold02,0.9090909090909091,0.09090909090909094
108.0,100.0,0.006,6751,12,11,Fold03,0.9166666666666666,0.08333333333333337
108.0,100.0,0.006,6751,10,9,Fold04,0.9,0.09999999999999998
108.0,100.0,0.006,6751,10,4,Fold05,0.4,0.6
108.0,100.0,0.006,6751,11,8,Fold06,0.7272727272727273,0.2727272727272727
108.0,100.0,0.006,6751,10,7,Fold07,0.7,0.30000000000000004
108.0,100.0,0.006,6751,11,5,Fold08,0.45454545454545453,0.5454545454545454
108.0,100.0,0.006,6751,12,11,Fold09,0.9166666666666666,0.08333333333333337
108.0,100.0,0.006,6751,11,8,Fold10,0.7272727272727273,0.2727272727272727
540.0,100.0,0.006,55495,54,49,Fold01,0.9074074074074074,0.09259259259259256
540.0,100.0,0.006,55495,55,53,Fold02,0.9636363636363636,0.036363636363636376
540.0,100.0,0.006,55495,54,48,Fold03,0.8888888888888888,0.11111111111111116
540.0,100.0,0.006,55495,54,52,Fold04,0.9629629629629629,0.03703703703703709
540.0,100.0,0.006,55495,53,49,Fold05,0.9245283018867925,0.07547169811320753
540.0,100.0,0.006,55495,54,44,Fold06,0.8148148148148148,0.18518518518518523
540.0,100.0,0.006,55495,54,46,Fold07,0.8518518518518519,0.14814814814814814
540.0,100.0,0.006,55495,55,49,Fold08,0.8909090909090909,0.10909090909090913
540.0,100.0,0.006,55495,54,46,Fold09,0.8518518518518519,0.14814814814814814
540.0,100.0,0.006,55495,53,46,Fold10,0.8679245283018868,0.13207547169811318
1347.0,100.0,0.006,64996,135,123,Fold01,0.9111111111111111,0.0888888888888889
1347.0,100.0,0.006,64996,135,130,Fold02,0.9629629629629629,0.03703703703703709
1347.0,100.0,0.006,64996,134,122,Fold03,0.9104477611940298,0.08955223880597019
1347.0,100.0,0.006,64996,134,120,Fold04,0.8955223880597015,0.10447761194029848
1347.0,100.0,0.006,64996,135,129,Fold05,0.9555555555555556,0.0444444444444444
1347.0,100.0,0.006,64996,135,123,Fold06,0.9111111111111111,0.0888888888888889
1347.0,100.0,0.006,64996,135,125,Fold07,0.9259259259259259,0.07407407407407407
1347.0,100.0,0.006,64996,134,121,Fold08,0.9029850746268657,0.09701492537313428
1347.0,100.0,0.006,64996,135,123,Fold09,0.9111111111111111,0.0888888888888889
1347.0,100.0,0.006,64996,135,117,Fold10,0.8666666666666667,0.1333333333333333
108.0,200.0,0.006,29535,10,10,Fold01,1.0,0.0
108.0,200.0,0.006,29535,10,7,Fold02,0.7,0.30000000000000004
108.0,200.0,0.006,29535,11,9,Fold03,0.8181818181818182,0.18181818181818177
108.0,200.0,0.006,29535,12,9,Fold04,0.75,0.25
108.0,200.0,0.006,29535,11,10,Fold05,0.9090909090909091,0.09090909090909094
108.0,200.0,0.006,29535,11,9,Fold06,0.8181818181818182,0.18181818181818177
108.0,200.0,0.006,29535,11,7,Fold07,0.6363636363636364,0.36363636363636365
108.0,200.0,0.006,29535,10,8,Fold08,0.8,0.19999999999999996
108.0,200.0,0.006,29535,11,9,Fold09,0.8181818181818182,0.18181818181818177
108.0,200.0,0.006,29535,11,9,Fold10,0.8181818181818182,0.18181818181818177
540.0,200.0,0.006,69404,54,48,Fold01,0.8888888888888888,0.11111111111111116
540.0,200.0,0.006,69404,55,45,Fold02,0.8181818181818182,0.18181818181818177
540.0,200.0,0.006,69404,53,44,Fold03,0.8301886792452831,0.16981132075471694
540.0,200.0,0.006,69404,53,51,Fold04,0.9622641509433962,0.037735849056603765
540.0,200.0,0.006,69404,54,45,Fold05,0.8333333333333334,0.16666666666666663
540.0,200.0,0.006,69404,54,50,Fold06,0.9259259259259259,0.07407407407407407
540.0,200.0,0.006,69404,54,48,Fold07,0.8888888888888888,0.11111111111111116
540.0,200.0,0.006,69404,55,48,Fold08,0.8727272727272727,0.12727272727272732
540.0,200.0,0.006,69404,54,40,Fold09,0.7407407407407407,0.2592592592592593
540.0,200.0,0.006,69404,54,48,Fold10,0.8888888888888888,0.11111111111111116
1347.0,200.0,0.006,37687,134,118,Fold01,0.8805970149253731,0.11940298507462688
1347.0,200.0,0.006,37687,135,128,Fold02,0.9481481481481482,0.051851851851851816
1347.0,200.0,0.006,37687,135,116,Fold03,0.8592592592592593,0.14074074074074072
1347.0,200.0,0.006,37687,134,121,Fold04,0.9029850746268657,0.09701492537313428
1347.0,200.0,0.006,37687,135,127,Fold05,0.9407407407407408,0.059259259259259234
1347.0,200.0,0.006,37687,135,114,Fold06,0.8444444444444444,0.15555555555555556
1347.0,200.0,0.006,37687,135,120,Fold07,0.8888888888888888,0.11111111111111116
1347.0,200.0,0.006,37687,135,125,Fold08,0.9259259259259259,0.07407407407407407
1347.0,200.0,0.006,37687,135,119,Fold09,0.8814814814814815,0.11851851851851847
1347.0,200.0,0.006,37687,134,121,Fold10,0.9029850746268657,0.09701492537313428
108.0,500.0,0.006,26041,10,6,Fold01,0.6,0.4
108.0,500.0,0.006,26041,11,10,Fold02,0.9090909090909091,0.09090909090909094
108.0,500.0,0.006,26041,11,8,Fold03,0.7272727272727273,0.2727272727272727
108.0,500.0,0.006,26041,10,9,Fold04,0.9,0.09999999999999998
108.0,500.0,0.006,26041,11,9,Fold05,0.8181818181818182,0.18181818181818177
108.0,500.0,0.006,26041,11,8,Fold06,0.7272727272727273,0.2727272727272727
108.0,500.0,0.006,26041,11,7,Fold07,0.6363636363636364,0.36363636363636365
108.0,500.0,0.006,26041,11,8,Fold08,0.7272727272727273,0.2727272727272727
108.0,500.0,0.006,26041,11,6,Fold09,0.5454545454545454,0.4545454545454546
108.0,500.0,0.006,26041,11,5,Fold10,0.45454545454545453,0.5454545454545454
540.0,500.0,0.006,93815,54,46,Fold01,0.8518518518518519,0.14814814814814814
540.0,500.0,0.006,93815,54,50,Fold02,0.9259259259259259,0.07407407407407407
540.0,500.0,0.006,93815,54,48,Fold03,0.8888888888888888,0.11111111111111116
540.0,500.0,0.006,93815,54,47,Fold04,0.8703703703703703,0.12962962962962965
540.0,500.0,0.006,93815,54,48,Fold05,0.8888888888888888,0.11111111111111116
540.0,500.0,0.006,93815,54,48,Fold06,0.8888888888888888,0.11111111111111116
540.0,500.0,0.006,93815,54,51,Fold07,0.9444444444444444,0.05555555555555558
540.0,500.0,0.006,93815,55,47,Fold08,0.8545454545454545,0.1454545454545455
540.0,500.0,0.006,93815,53,50,Fold09,0.9433962264150944,0.05660377358490565
540.0,500.0,0.006,93815,54,46,Fold10,0.8518518518518519,0.14814814814814814
1347.0,500.0,0.006,42997,135,123,Fold01,0.9111111111111111,0.0888888888888889
1347.0,500.0,0.006,42997,135,122,Fold02,0.9037037037037037,0.09629629629629632
1347.0,500.0,0.006,42997,135,114,Fold03,0.8444444444444444,0.15555555555555556
1347.0,500.0,0.006,42997,135,124,Fold04,0.9185185185185185,0.08148148148148149
1347.0,500.0,0.006,42997,134,119,Fold05,0.8880597014925373,0.11194029850746268
1347.0,500.0,0.006,42997,135,127,Fold06,0.9407407407407408,0.059259259259259234
1347.0,500.0,0.006,42997,135,115,Fold07,0.8518518518518519,0.14814814814814814
1347.0,500.0,0.006,42997,134,115,Fold08,0.8582089552238806,0.14179104477611937
1347.0,500.0,0.006,42997,134,125,Fold09,0.9328358208955224,0.06716417910447758
1347.0,500.0,0.006,42997,135,121,Fold10,0.8962962962962963,0.10370370370370374
108.0,0.01,0.007,32636,11,6,Fold01,0.5454545454545454,0.4545454545454546
108.0,0.01,0.007,32636,11,6,Fold02,0.5454545454545454,0.4545454545454546
108.0,0.01,0.007,32636,12,6,Fold03,0.5,0.5
108.0,0.01,0.007,32636,11,6,Fold04,0.5454545454545454,0.4545454545454546
108.0,0.01,0.007,32636,11,6,Fold05,0.5454545454545454,0.4545454545454546
108.0,0.01,0.007,32636,10,5,Fold06,0.5,0.5
108.0,0.01,0.007,32636,11,6,Fold07,0.5454545454545454,0.4545454545454546
108.0,0.01,0.007,32636,10,5,Fold08,0.5,0.5
108.0,0.01,0.007,32636,10,5,Fold09,0.5,0.5
108.0,0.01,0.007,32636,11,6,Fold10,0.5454545454545454,0.4545454545454546
540.0,0.01,0.007,53375,54,31,Fold01,0.5740740740740741,0.42592592592592593
540.0,0.01,0.007,53375,54,31,Fold02,0.5740740740740741,0.42592592592592593
540.0,0.01,0.007,53375,54,31,Fold03,0.5740740740740741,0.42592592592592593
540.0,0.01,0.007,53375,54,31,Fold04,0.5740740740740741,0.42592592592592593
540.0,0.01,0.007,53375,54,31,Fold05,0.5740740740740741,0.42592592592592593
540.0,0.01,0.007,53375,54,31,Fold06,0.5740740740740741,0.42592592592592593
540.0,0.01,0.007,53375,54,31,Fold07,0.5740740740740741,0.42592592592592593
540.0,0.01,0.007,53375,54,31,Fold08,0.5740740740740741,0.42592592592592593
540.0,0.01,0.007,53375,53,31,Fold09,0.5849056603773585,0.41509433962264153
540.0,0.01,0.007,53375,55,32,Fold10,0.5818181818181818,0.4181818181818182
1347.0,0.01,0.007,62458,135,75,Fold01,0.5555555555555556,0.4444444444444444
1347.0,0.01,0.007,62458,134,74,Fold02,0.5522388059701493,0.4477611940298507
1347.0,0.01,0.007,62458,134,74,Fold03,0.5522388059701493,0.4477611940298507
1347.0,0.01,0.007,62458,136,75,Fold04,0.5514705882352942,0.44852941176470584
1347.0,0.01,0.007,62458,135,75,Fold05,0.5555555555555556,0.4444444444444444
1347.0,0.01,0.007,62458,134,74,Fold06,0.5522388059701493,0.4477611940298507
1347.0,0.01,0.007,62458,135,75,Fold07,0.5555555555555556,0.4444444444444444
1347.0,0.01,0.007,62458,135,74,Fold08,0.5481481481481482,0.45185185185185184
1347.0,0.01,0.007,62458,135,74,Fold09,0.5481481481481482,0.45185185185185184
1347.0,0.01,0.007,62458,134,74,Fold10,0.5522388059701493,0.4477611940298507
108.0,0.03,0.007,17005,11,7,Fold01,0.6363636363636364,0.36363636363636365
108.0,0.03,0.007,17005,11,7,Fold02,0.6363636363636364,0.36363636363636365
108.0,0.03,0.007,17005,11,6,Fold03,0.5454545454545454,0.4545454545454546
108.0,0.03,0.007,17005,11,7,Fold04,0.6363636363636364,0.36363636363636365
108.0,0.03,0.007,17005,11,7,Fold05,0.6363636363636364,0.36363636363636365
108.0,0.03,0.007,17005,11,7,Fold06,0.6363636363636364,0.36363636363636365
108.0,0.03,0.007,17005,10,6,Fold07,0.6,0.4
108.0,0.03,0.007,17005,11,7,Fold08,0.6363636363636364,0.36363636363636365
108.0,0.03,0.007,17005,10,6,Fold09,0.6,0.4
108.0,0.03,0.007,17005,11,7,Fold10,0.6363636363636364,0.36363636363636365
540.0,0.03,0.007,10908,54,31,Fold01,0.5740740740740741,0.42592592592592593
540.0,0.03,0.007,10908,53,30,Fold02,0.5660377358490566,0.4339622641509434
540.0,0.03,0.007,10908,55,31,Fold03,0.5636363636363636,0.4363636363636364
540.0,0.03,0.007,10908,53,30,Fold04,0.5660377358490566,0.4339622641509434
540.0,0.03,0.007,10908,54,31,Fold05,0.5740740740740741,0.42592592592592593
540.0,0.03,0.007,10908,54,30,Fold06,0.5555555555555556,0.4444444444444444
540.0,0.03,0.007,10908,54,30,Fold07,0.5555555555555556,0.4444444444444444
540.0,0.03,0.007,10908,54,31,Fold08,0.5740740740740741,0.42592592592592593
540.0,0.03,0.007,10908,55,31,Fold09,0.5636363636363636,0.4363636363636364
540.0,0.03,0.007,10908,54,31,Fold10,0.5740740740740741,0.42592592592592593
1347.0,0.03,0.007,10705,135,87,Fold01,0.6444444444444445,0.3555555555555555
1347.0,0.03,0.007,10705,135,87,Fold02,0.6444444444444445,0.3555555555555555
1347.0,0.03,0.007,10705,135,91,Fold03,0.674074074074074,0.32592592592592595
1347.0,0.03,0.007,10705,135,86,Fold04,0.6370370370370371,0.36296296296296293
1347.0,0.03,0.007,10705,135,85,Fold05,0.6296296296296297,0.37037037037037035
1347.0,0.03,0.007,10705,135,84,Fold06,0.6222222222222222,0.37777777777777777
1347.0,0.03,0.007,10705,134,88,Fold07,0.6567164179104478,0.34328358208955223
1347.0,0.03,0.007,10705,134,88,Fold08,0.6567164179104478,0.34328358208955223
1347.0,0.03,0.007,10705,134,85,Fold09,0.6343283582089553,0.3656716417910447
1347.0,0.03,0.007,10705,135,87,Fold10,0.6444444444444445,0.3555555555555555
108.0,0.05,0.007,9254,10,5,Fold01,0.5,0.5
108.0,0.05,0.007,9254,10,5,Fold02,0.5,0.5
108.0,0.05,0.007,9254,12,6,Fold03,0.5,0.5
108.0,0.05,0.007,9254,10,5,Fold04,0.5,0.5
108.0,0.05,0.007,9254,11,6,Fold05,0.5454545454545454,0.4545454545454546
108.0,0.05,0.007,9254,11,6,Fold06,0.5454545454545454,0.4545454545454546
108.0,0.05,0.007,9254,11,5,Fold07,0.45454545454545453,0.5454545454545454
108.0,0.05,0.007,9254,11,6,Fold08,0.5454545454545454,0.4545454545454546
108.0,0.05,0.007,9254,11,6,Fold09,0.5454545454545454,0.4545454545454546
108.0,0.05,0.007,9254,11,6,Fold10,0.5454545454545454,0.4545454545454546
540.0,0.05,0.007,53339,54,29,Fold01,0.5370370370370371,0.4629629629629629
540.0,0.05,0.007,53339,54,29,Fold02,0.5370370370370371,0.4629629629629629
540.0,0.05,0.007,53339,54,29,Fold03,0.5370370370370371,0.4629629629629629
540.0,0.05,0.007,53339,54,29,Fold04,0.5370370370370371,0.4629629629629629
540.0,0.05,0.007,53339,54,29,Fold05,0.5370370370370371,0.4629629629629629
540.0,0.05,0.007,53339,54,29,Fold06,0.5370370370370371,0.4629629629629629
540.0,0.05,0.007,53339,54,29,Fold07,0.5370370370370371,0.4629629629629629
540.0,0.05,0.007,53339,54,29,Fold08,0.5370370370370371,0.4629629629629629
540.0,0.05,0.007,53339,54,29,Fold09,0.5370370370370371,0.4629629629629629
540.0,0.05,0.007,53339,54,29,Fold10,0.5370370370370371,0.4629629629629629
1347.0,0.05,0.007,89439,135,114,Fold01,0.8444444444444444,0.15555555555555556
1347.0,0.05,0.007,89439,135,116,Fold02,0.8592592592592593,0.14074074074074072
1347.0,0.05,0.007,89439,135,120,Fold03,0.8888888888888888,0.11111111111111116
1347.0,0.05,0.007,89439,135,115,Fold04,0.8518518518518519,0.14814814814814814
1347.0,0.05,0.007,89439,135,118,Fold05,0.8740740740740741,0.12592592592592589
1347.0,0.05,0.007,89439,135,115,Fold06,0.8518518518518519,0.14814814814814814
1347.0,0.05,0.007,89439,134,113,Fold07,0.8432835820895522,0.15671641791044777
1347.0,0.05,0.007,89439,134,119,Fold08,0.8880597014925373,0.11194029850746268
1347.0,0.05,0.007,89439,134,111,Fold09,0.8283582089552238,0.17164179104477617
1347.0,0.05,0.007,89439,135,115,Fold10,0.8518518518518519,0.14814814814814814
108.0,0.1,0.007,70843,10,6,Fold01,0.6,0.4
108.0,0.1,0.007,70843,11,7,Fold02,0.6363636363636364,0.36363636363636365
108.0,0.1,0.007,70843,10,6,Fold03,0.6,0.4
